"sequence","AccelerometerX","AccelerometerY","AccelerometerZ","GyroscopeX","GyroscopeY","GyroscopeZ"
4784,50,-1010,42,-13,8,27
4785,29,-988,8,-24,60,24
4786,-33,-928,39,-7,20,25
4787,9,-1021,-35,-16,10,28
4788,-14,-957,55,-3,31,34
4789,-87,-1005,63,-6,36,32
4790,-17,-975,-4,-9,4,15
4791,85,-1004,36,-10,12,10
4792,38,-999,59,-13,15,21
4793,-67,-969,12,-8,8,33
4794,-7,-932,32,-10,15,31
4795,-190,-983,48,-10,7,17
4796,195,-1022,-48,-27,-25,3
4797,-162,-982,72,-37,5,39
4798,-137,-901,59,-16,-4,8
4799,178,-989,17,-8,9,-4
4800,-59,-1036,69,-7,1,21
4801,114,-943,-12,-7,10,23
4802,-116,-1020,7,-10,14,32
4803,57,-919,30,-5,58,15
4804,52,-962,52,3,95,30
4805,-258,-968,26,-13,14,27
4806,220,-922,70,-12,11,7
4807,-32,-1016,45,-13,13,33
4808,72,-978,30,-12,7,24
4809,-211,-961,-25,-6,8,30
4810,243,-1009,-11,-14,21,19
4811,-249,-971,71,-13,31,38
4812,5,-978,51,-15,16,15
4813,101,-994,37,-9,12,14
4814,23,-941,46,-9,8,24
4815,-12,-1007,-19,-11,-14,25
4816,-119,-994,53,-12,6,32
4817,0,-926,12,-10,7,11
4818,-42,-1067,-2,-13,-34,11
4819,-40,-955,82,-25,-21,21
4820,-176,-897,53,-12,5,4
4821,250,-1016,6,-9,12,-4
4822,14,-1014,63,-6,-14,28
4823,21,-932,4,-11,-15,37
4824,-183,-1017,-24,-9,13,29
4825,99,-918,90,-15,-15,-2
4826,39,-920,24,-25,18,18
4827,-210,-973,22,-12,12,24
4828,323,-948,66,-13,19,18
4829,-127,-1029,32,-10,21,50
4830,7,-950,22,-13,28,30
4831,-218,-972,0,-5,16,20
4832,141,-1003,10,-8,9,11
4833,-37,-960,41,-1,18,25
4834,26,-996,59,-13,-16,18
4835,7,-986,11,-12,13,21
4836,-57,-961,33,-7,10,20
4837,69,-979,4,-15,56,27
4838,-123,-946,109,-5,38,36
4839,-135,-1002,-28,-15,11,12
4840,191,-707,0,-17,9,-3
4841,-2,-1048,91,-5,76,24
4842,-207,-965,47,-18,9,31
4843,76,-1013,-14,-12,10,5
4844,220,-961,80,-8,32,10
4845,-70,-979,-9,-12,32,38
4846,-232,-982,14,-9,19,30
4847,90,-992,36,-9,20,9
4848,69,-882,67,-21,-37,20
4849,-156,-947,4,-8,0,18
4850,314,-918,64,-11,15,20
4851,-347,-1039,5,-11,13,43
4852,248,-907,19,-11,11,22
4853,-288,-1026,83,-5,5,33
4854,79,-976,-20,-13,9,5
4855,33,-1028,-34,-9,17,23
4856,81,-917,81,-12,79,32
4857,-170,-944,76,-13,2,22
4858,15,-988,23,-9,12,9
4859,6,-1050,40,-9,19,22
4860,81,-912,12,-8,-21,32
4861,-197,-938,-2,-13,9,27
4862,-25,-1009,52,-10,14,-7
4863,161,-986,38,-29,56,12
4864,-132,-1007,33,-12,34,33
4865,-6,-930,70,-10,8,12
4866,127,-985,21,-11,9,8
4867,91,-999,-2,-18,11,29
4868,-201,-956,20,-10,8,43
4869,-13,-950,-4,-8,16,16
4870,151,-995,80,-5,39,17
4871,-178,-1021,20,-8,29,29
4872,21,-920,48,-11,12,15
4873,118,-991,14,-8,3,22
4874,-37,-976,55,-12,7,34
4875,-52,-984,1,-13,8,31
4876,31,-994,27,-14,14,31
4877,-293,-951,51,-11,9,19
4878,164,-899,-18,-11,-16,-3
4879,139,-994,51,-34,-13,25
4880,-322,-935,87,-20,14,24
4881,239,-1017,-13,-10,15,14
4882,-166,-998,85,-8,6,29
4883,50,-909,0,-18,-2,7
4884,-58,-1061,0,-9,8,13
4885,103,-976,1,-5,22,15
4886,-11,-882,71,-6,116,43
4887,-155,-1065,22,-9,0,23
4888,53,-943,86,-12,14,-7
4889,91,-966,5,-9,10,17
4890,83,-979,27,-8,-2,36
4891,-213,-942,7,-9,5,42
4892,114,-1020,14,-14,5,15
4893,15,-986,36,-12,50,29
4894,-146,-992,48,-10,33,26
4895,11,-984,8,-9,9,18
4896,34,-991,51,-11,14,17
4897,74,-960,54,-11,15,23
4898,-13,-997,-2,-8,4,32
4899,-80,-944,63,-11,17,29
4900,-104,-960,4,-10,8,13
4901,142,-1011,-1,-5,22,14
4902,-169,-991,71,-16,-12,31
4903,-152,-922,62,-18,7,5
4904,238,-996,-12,-5,5,-7
4905,-62,-1011,95,-9,3,22
4906,55,-958,-37,-6,-2,25
4907,-46,-996,32,-9,9,34
4908,44,-986,5,-2,7,21
4909,3,-916,41,-1,-39,16
4910,-246,-970,50,-17,11,7
4911,192,-888,100,-8,12,1
4912,54,-1056,-20,-10,3,37
4913,61,-965,-7,-15,10,44
4914,-261,-893,89,-8,16,37
4915,136,-1032,-27,-17,10,2
4916,-88,-999,26,-2,22,26
4917,-35,-943,78,-13,16,22
4918,45,-1029,-4,-11,10,15
4919,97,-945,51,-8,21,18
4920,80,-944,52,-9,5,24
4921,-173,-1022,18,-10,28,36
4922,-56,-908,12,-14,10,29
4923,-58,-1034,42,-14,1,4
4924,165,-1019,-4,3,-71,5
4925,-310,-933,66,-19,-15,28
4926,45,-962,31,-11,1,-11
4927,188,-1033,14,-7,23,7
4928,25,-944,79,-20,-36,35
4929,-97,-997,-30,-16,-2,39
4930,-70,-960,40,-8,10,14
4931,100,-1013,12,-7,24,13
4932,-107,-907,56,-9,24,25
4933,-37,-964,67,-16,19,9
4934,197,-971,15,-9,8,28
4935,-39,-981,39,-11,13,39
4936,-116,-982,-53,-9,2,30
4937,-21,-959,115,-9,17,16
4938,82,-995,-14,-10,14,14
4939,-23,-1026,10,-6,23,29
4940,-53,-942,76,-8,18,34
4941,-68,-973,42,-13,19,17
4942,66,-957,42,-8,16,6
4943,111,-998,-19,-5,6,17
4944,-211,-977,40,-12,-2,39
4945,-93,-936,42,-9,3,18
4946,207,-959,-9,-16,67,15
4947,-155,-954,98,-3,40,16
4948,-93,-984,48,-15,17,4
4949,187,-1022,2,-9,6,12
4950,105,-967,55,-17,38,38
4951,-160,-960,-1,-13,26,35
4952,-155,-987,-27,-11,12,9
4953,274,-898,125,-6,-7,10
4954,-205,-948,13,-9,-8,36
4955,90,-935,9,-9,12,21
4956,17,-995,56,-14,25,34
4957,-94,-954,39,-13,3,20
4958,83,-969,-4,-5,15,23
4959,-176,-1055,35,-10,11,26
4960,114,-895,23,-8,3,19
4961,-58,-1101,-4,-15,21,34
4962,-21,-838,74,-23,4,21
4963,-82,-979,41,-15,14,-2
4964,160,-1005,26,-6,17,14
4965,-112,-1007,48,-16,5,38
4966,43,-931,11,-12,11,33
4967,-232,-1043,4,-15,16,10
4968,238,-859,23,-12,43,-15
4969,-33,-1042,75,7,14,21
4970,-110,-995,55,-13,13,32
4971,54,-952,-10,-11,12,20
4972,106,-995,55,-8,15,18
4973,-90,-966,-1,-7,-12,24
4974,-147,-975,73,-11,13,14
4975,159,-992,-32,-11,11,12
4976,70,-992,49,-16,-8,39
4977,-142,-930,63,-14,5,38
4978,-22,-1000,22,-12,6,10
4979,55,-986,37,-6,7,13
4980,-28,-989,24,-12,18,30
4981,-10,-992,18,-10,9,32
4982,6,-961,28,-13,16,29
4983,-206,-1003,10,-17,8,14
4984,203,-966,16,-10,24,0
4985,109,-906,95,18,47,35
4986,-382,-997,47,-17,-1,31
4987,182,-998,-27,-8,9,16
4988,-176,-993,103,-13,23,18
4989,155,-930,-22,-14,50,-6
4990,-5,-1026,27,-10,21,11
4991,-10,-975,8,-9,-6,27
4992,60,-897,51,-3,53,42
4993,-139,-1048,18,-9,-2,28
4994,-29,-940,97,-11,7,-6
4995,118,-964,-2,-11,16,8
4996,80,-968,43,-14,17,34
4997,-220,-980,-15,-8,12,46
4998,181,-969,1,-11,15,23
4999,-110,-984,59,1,0,22
5000,-52,-979,57,-11,7,9
5001,3,-1008,15,-10,16,21
5002,39,-980,52,-13,10,24
5003,83,-950,43,-10,14,32
5004,-102,-1001,-6,-3,7,31
5005,-121,-982,51,-7,12,13
5006,-49,-936,37,-14,17,9
5007,228,-1038,-61,-4,-53,11
5008,-186,-875,126,-5,1,34
5009,-51,-981,32,-17,2,5
5010,97,-1044,15,-5,3,12
5011,-86,-973,79,-3,31,18
5012,126,-970,-19,-6,10,16
5013,-104,-1000,-15,-11,22,28
5014,3,-907,82,-12,-19,14
5015,8,-992,3,-30,-12,29
5016,-141,-941,49,-7,2,19
5017,243,-916,69,-13,18,8
5018,-27,-994,30,-13,25,35
5019,-27,-991,3,-10,35,38
5020,-270,-953,23,-10,12,35
5021,312,-1001,-26,-10,1,10
5022,-220,-1023,63,-23,44,28
5023,52,-947,40,-9,10,8
5024,84,-1003,38,-11,12,18
5025,-125,-964,36,-10,11,34
5026,148,-946,-1,-16,36,25
5027,-130,-998,96,-5,29,28
5028,-209,-949,32,-13,8,13
5029,75,-1042,-51,-15,-13,2
5030,187,-924,49,-29,-81,10
5031,-250,-947,80,-22,14,24
5032,9,-1031,-7,-10,13,8
5033,240,-983,68,-8,17,14
5034,-63,-953,8,-8,-43,33
5035,-142,-970,-12,-12,7,25
5036,46,-1026,42,-10,11,9
5037,13,-810,75,-20,49,29
5038,-91,-997,26,-7,8,19
5039,284,-939,33,-7,10,17
5040,-243,-1008,46,-15,16,47
5041,91,-936,35,-19,13,22
5042,-137,-994,18,-4,14,27
5043,-19,-1030,-38,-11,12,19
5044,70,-959,21,2,28,22
5045,30,-952,94,1,-38,18
5046,-95,-985,32,-18,9,16
5047,11,-1010,13,-9,12,14
5048,-3,-1019,41,-11,21,21
5049,76,-899,64,-20,29,31
5050,-151,-963,-48,-12,14,28
5051,-69,-965,23,-9,-9,0
5052,124,-996,75,-42,-14,18
5053,-162,-983,18,-18,20,19
5054,33,-972,71,-11,15,-10
5055,183,-1006,40,-6,17,12
5056,76,-1000,-47,-15,1,50
5057,-269,-932,53,-9,12,46
5058,-2,-978,38,-10,6,2
5059,48,-1010,-26,-23,-45,16
5060,-139,-793,86,-21,26,22
5061,236,-968,66,-13,9,9
5062,-94,-998,17,-11,6,39
5063,150,-944,7,-9,9,29
5064,-184,-1029,63,-6,19,37
5065,-34,-946,-1,-9,6,17
5066,69,-1000,29,-14,15,12
5067,83,-943,16,-5,-41,12
5068,-279,-999,70,-8,-26,28
5069,19,-978,12,-12,13,9
5070,89,-1017,17,-6,9,14
5071,52,-964,47,-8,-23,18
5072,-150,-974,23,-8,-7,26
5073,36,-932,26,-7,10,15
5074,69,-974,5,-3,6,14
5075,-79,-1041,70,-7,-26,20
5076,-113,-964,11,-10,5,6
5077,118,-962,61,-11,12,1
5078,111,-992,40,-11,13,30
5079,-90,-944,21,-9,25,46
5080,-89,-981,25,-14,18,25
5081,58,-973,26,-10,7,12
5082,-24,-1033,-17,-22,25,26
5083,-19,-953,74,-15,11,27
5084,-70,-987,34,-14,15,23
5085,124,-993,19,-11,12,17
5086,-15,-1000,35,-6,11,27
5087,28,-964,13,-13,21,30
5088,-182,-938,53,-11,10,32
5089,5,-976,8,-13,8,3
5090,50,-1076,11,-2,30,20
5091,-28,-939,73,2,-10,35
5092,-153,-953,26,-13,0,7
5093,83,-950,39,-6,9,-1
5094,32,-1044,55,-7,50,19
5095,59,-960,2,-8,54,33
5096,-133,-1002,5,-10,9,27
5097,120,-924,29,-1,-14,2
5098,55,-1007,56,3,-15,24
5099,-330,-944,29,-11,22,28
5100,223,-953,60,-12,18,-1
5101,59,-986,37,-8,11,25
5102,5,-980,25,-11,18,30
5103,-103,-962,26,-7,13,35
5104,76,-989,-23,-11,22,26
5105,-89,-975,27,-18,47,31
5106,-91,-998,62,-10,11,22
5107,40,-994,29,-9,6,7
5108,74,-976,38,-9,12,16
5109,72,-987,9,-11,0,31
5110,-77,-949,60,-9,14,34
5111,-286,-1000,44,-10,8,27
5112,126,-1061,-49,-1,34,5
5113,176,-867,65,35,-3,17
5114,-384,-980,100,-20,1,18
5115,151,-980,-12,-10,9,-2
5116,59,-1030,51,-8,16,23
5117,58,-947,2,10,-27,20
5118,-71,-975,29,-9,15,21
5119,94,-961,-12,-11,23,14
5120,64,-903,43,-10,33,34
5121,-330,-1000,53,-12,2,35
5122,170,-988,73,-10,8,-4
5123,-41,-1028,-19,-6,15,24
5124,173,-936,46,-15,0,24
5125,-269,-954,-16,-11,9,46
5126,95,-966,79,-10,15,13
5127,-18,-1032,5,2,-37,25
5128,-101,-976,39,-18,3,19
5129,132,-944,18,-11,12,8
5130,-45,-993,53,-8,9,29
5131,19,-984,35,-11,31,22
5132,-54,-975,27,-5,23,33
5133,-43,-940,4,-10,12,15
5134,24,-957,30,-9,17,4
5135,-4,-1087,37,23,-12,23
5136,-203,-906,32,-10,-18,25
5137,15,-961,66,-10,6,-6
5138,188,-1041,-13,-8,13,3
5139,22,-932,71,-27,54,34
5140,-69,-984,-14,-16,17,41
5141,-12,-945,25,-9,1,19
5142,108,-897,60,-14,38,16
5143,-194,-1016,22,-11,35,30
5144,66,-1002,64,-9,12,9
5145,94,-957,34,-9,13,36
5146,-141,-990,7,-15,7,31
5147,60,-975,4,-12,17,29
5148,-196,-1026,18,-11,7,21
5149,216,-919,47,-7,7,11
5150,-129,-1033,-13,-13,55,32
5151,51,-941,89,-3,21,22
5152,-79,-971,56,-16,16,17
5153,36,-1021,7,-9,7,16
5154,70,-961,8,-5,0,28
5155,-141,-970,43,-2,-11,24
5156,-92,-881,38,-9,8,6
5157,160,-1046,-20,-12,-9,-4
5158,-42,-1016,75,-12,-37,29
5159,-139,-944,69,-12,3,21
5160,138,-970,5,-9,19,-1
5161,130,-1016,44,-6,6,23
5162,-200,-951,-10,-5,9,44
5163,-111,-969,44,-13,14,18
5164,288,-1009,6,-5,-1,6
5165,-138,-931,45,-14,-16,31
5166,-50,-967,37,-15,17,23
5167,51,-1008,55,-8,13,22
5168,-78,-990,28,-11,9,28
5169,87,-956,12,-10,6,31
5170,-115,-1010,28,-8,12,27
5171,27,-940,30,-12,9,14
5172,-84,-1033,-4,-14,5,13
5173,282,-915,42,-4,2,18
5174,-426,-964,122,-14,33,47
5175,64,-970,-37,-11,9,4
5176,46,-994,59,-8,13,16
5177,-27,-935,31,-23,20,10
5178,-7,-1025,-9,-14,22,22
5179,-80,-952,52,-9,12,22
5180,124,-1022,-21,8,74,21
5181,-38,-978,89,2,19,15
5182,-79,-940,52,-11,8,9
5183,140,-977,12,-12,9,22
5184,-17,-1034,5,-8,22,40
5185,-107,-921,29,-9,24,33
5186,-64,-966,76,-11,8,12
5187,234,-1005,-42,-8,1,6
5188,-128,-956,64,-18,12,35
5189,-28,-992,33,-10,0,31
5190,-12,-989,26,-12,11,21
5191,53,-985,48,-8,15,18
5192,-4,-989,36,-16,19,25
5193,-76,-976,10,-8,23,30
5194,-47,-912,29,-11,6,22
5195,-11,-1042,5,-14,10,8
5196,287,-968,16,-16,64,24
5197,-454,-999,85,-3,30,40
5198,102,-927,35,-14,8,1
5199,-30,-1026,17,-8,11,13
5200,53,-933,76,-14,47,12
5201,71,-989,-21,-8,17,24
5202,-71,-994,9,-9,12,29
5203,108,-979,5,-21,20,20
5204,-125,-920,61,-30,24,30
5205,-94,-946,78,-9,13,7
5206,126,-960,52,-10,14,16
5207,45,-1089,1,-11,13,35
5208,-86,-891,-27,-7,13,44
5209,-58,-940,103,-14,17,20
5210,100,-1034,-59,-14,-7,15
5211,-160,-955,62,-27,-3,21
5212,64,-981,42,-9,0,18
5213,21,-1021,35,-12,9,20
5214,97,-923,67,-8,10,22
5215,-53,-1028,-6,-15,20,31
5216,-50,-960,40,-12,27,27
5217,-212,-938,40,-10,7,20
5218,249,-945,-52,-16,38,1
5219,-60,-994,93,0,88,31
5220,-296,-953,80,-17,8,21
5221,254,-1015,-43,-8,8,-6
5222,-2,-1016,94,-5,10,20
5223,4,-951,-19,7,-10,27
5224,-142,-1017,25,-10,12,35
5225,32,-880,33,-1,17,20
5226,-10,-977,50,7,8,16
5227,-112,-1033,31,-15,5,5
5228,292,-910,77,-11,7,12
5229,-145,-1012,-4,-11,6,51
5230,68,-909,25,-14,-1,41
5231,-294,-1012,19,-5,16,24
5232,303,-1008,-24,-16,20,-1
5233,-194,-1000,77,-18,-38,25
5234,60,-952,53,-15,7,15
5235,29,-996,20,-10,8,26
5236,-94,-1000,12,-9,15,23
5237,182,-894,17,-4,14,15
5238,-214,-1026,99,-2,6,27
5239,-48,-963,-34,-16,11,17
5240,87,-921,41,-17,40,16
5241,13,-1021,51,-7,86,33
5242,-277,-962,54,-19,18,15
5243,138,-1019,9,-11,9,-13
5244,238,-980,51,-6,29,11
5245,-100,-955,-1,-8,40,51
5246,-200,-992,7,-8,3,35
5247,339,-874,17,0,18,11
5248,-250,-853,48,-9,-13,27
5249,-173,-1001,37,-14,15,9
5250,381,-956,89,-6,8,2
5251,-285,-981,6,-10,7,48
5252,251,-952,15,-18,27,28
5253,-287,-1025,47,-6,12,44
5254,19,-960,-31,-15,6,10
5255,90,-972,48,-7,30,16
5256,0,-952,86,10,29,25
5257,-118,-969,31,-11,16,25
5258,11,-1039,-13,-11,11,17
5259,153,-927,76,-10,21,16
5260,-65,-955,56,1,18,24
5261,-113,-963,-69,-13,11,25
5262,-62,-911,41,-4,5,6
5263,91,-979,63,-4,92,33
5264,-124,-999,22,-8,1,15
5265,38,-970,82,-11,14,-10
5266,97,-994,11,-9,14,12
5267,84,-981,-8,-14,19,41
5268,-178,-954,24,-9,10,43
5269,27,-924,22,-9,12,10
5270,153,-983,56,-6,17,13
5271,-252,-950,31,-13,-6,25
5272,142,-911,30,-8,10,25
5273,-81,-1019,4,-9,14,35
5274,53,-961,35,-14,11,19
5275,-78,-996,21,-4,-5,20
5276,130,-967,19,-12,11,19
5277,-218,-890,51,-12,11,31
5278,150,-1013,1,-14,31,15
5279,-133,-989,68,-8,65,43
5280,-258,-893,41,-12,11,13
5281,283,-984,-29,-5,10,-7
5282,-170,-1032,134,-14,30,23
5283,101,-922,-40,-10,27,24
5284,-94,-1029,36,-9,18,35
5285,40,-1007,-29,-2,23,9
5286,54,-864,116,-23,59,15
5287,-127,-1035,4,-10,3,17
5288,28,-962,91,-12,21,14
5289,43,-975,-18,-12,8,31
5290,73,-992,34,-14,29,28
5291,-95,-933,42,-8,9,23
5292,28,-1019,-43,-14,6,16
5293,41,-976,64,-21,8,31
5294,-181,-983,57,-20,26,39
5295,61,-981,12,-11,0,18
5296,15,-1011,49,-9,10,15
5297,27,-973,40,-12,13,13
5298,26,-990,-6,-11,16,28
5299,-85,-959,33,-11,18,38
5300,-136,-928,37,-12,9,18
5301,274,-985,-15,-5,45,9
5302,-176,-1025,86,13,48,31
5303,-240,-911,58,-16,12,18
5304,229,-1018,-10,-9,6,-2
5305,-112,-999,84,-14,1,17
5306,131,-961,-9,-27,17,16
5307,-94,-1033,-8,-9,16,32
5308,35,-910,43,-9,21,19
5309,123,-910,27,7,15,26
5310,-320,-1020,35,-15,15,23
5311,181,-942,103,-10,12,3
5312,-71,-1048,-13,-10,7,26
5313,231,-933,49,-10,8,27
5314,-309,-960,-6,-8,13,38
5315,186,-990,8,-15,5,17
5316,-118,-989,64,-18,-28,31
5317,-46,-975,20,-17,8,15
5318,63,-998,19,-13,15,14
5319,-13,-969,40,-8,13,24
5320,50,-975,19,-17,14,25
5321,-65,-997,55,-8,24,29
5322,-193,-1003,33,-11,15,20
5323,138,-952,10,-15,5,12
5324,48,-906,-12,-22,91,29
5325,-261,-963,98,-18,20,24
5326,108,-969,24,-11,2,-8
5327,98,-1032,32,-5,11,14
5328,33,-961,38,-21,7,30
5329,-43,-1000,-17,-8,14,37
5330,-121,-929,40,-9,21,15
5331,184,-868,38,0,-19,5
5332,-197,-1058,29,-19,-12,27
5333,34,-966,62,-15,20,14
5334,121,-981,22,-8,11,34
5335,-82,-972,-4,-21,8,36
5336,-40,-928,33,-7,6,25
5337,-98,-1064,53,-12,13,10
5338,135,-945,-22,-10,30,22
5339,-25,-998,33,-14,-20,30
5340,-27,-960,64,-14,22,20
5341,6,-965,52,-11,11,15
5342,-78,-1016,41,-9,12,19
5343,132,-932,-16,-11,1,28
5344,-300,-1029,53,-16,13,26
5345,121,-776,40,-11,18,6
5346,206,-988,-31,-10,50,7
5347,-210,-1013,87,-13,29,33
5348,-123,-985,42,-16,9,16
5349,235,-988,12,-5,14,3
5350,84,-971,45,-12,-15,25
5351,-211,-977,-6,-14,7,32
5352,8,-953,-7,-6,11,11
5353,135,-949,75,-7,54,23
5354,-151,-883,41,-12,20,38
5355,81,-984,29,-11,16,8
5356,-27,-1007,61,-8,14,30
5357,-42,-929,40,-13,9,23
5358,0,-1038,-60,-10,28,37
5359,-103,-1000,38,-14,18,28
5360,105,-909,70,-8,5,11
5361,-73,-1045,-38,-18,-22,13
5362,21,-914,111,-17,-9,19
5363,-96,-976,18,-15,24,20
5364,55,-1040,-5,-6,19,23
5365,87,-942,57,-17,4,28
5366,-144,-953,33,-19,6,23
5367,-77,-999,31,-9,12,0
5368,156,-902,-19,-20,-14,5
5369,-114,-1045,80,-27,8,32
5370,-72,-964,40,-10,0,12
5371,108,-984,41,-13,8,1
5372,165,-1010,23,-11,33,26
5373,-148,-929,2,-6,21,47
5374,-166,-967,51,-9,16,24
5375,287,-984,-4,-13,14,9
5376,-201,-972,37,-21,37,34
5377,28,-974,34,-11,22,16
5378,32,-1009,48,-11,8,17
5379,-7,-970,40,-8,14,30
5380,15,-983,0,-13,9,36
5381,-37,-986,30,-12,20,32
5382,-105,-948,26,-13,16,23
5383,-27,-964,83,-14,11,4
5384,145,-996,-90,-20,38,12
5385,-215,-940,148,-15,23,37
5386,80,-902,6,-14,11,11
5387,-67,-1074,36,-5,20,30
5388,-52,-967,21,-9,-8,19
5389,22,-947,40,-2,-4,10
5390,-57,-993,0,-10,15,6
5391,131,-962,18,-29,-10,7
5392,-23,-998,38,-40,32,46
5393,-169,-908,26,-11,2,26
5394,186,-951,59,-11,12,0
5395,27,-1014,27,-9,-2,22
5396,-71,-957,47,-3,-18,29
5397,-67,-977,30,-11,14,33
5398,60,-1009,-4,-11,9,31
5399,-90,-934,5,-20,6,24
5400,11,-1026,51,-13,7,7
5401,-12,-990,8,-13,20,14
5402,84,-952,54,-9,10,25
5403,47,-993,18,-10,4,42
5404,-125,-965,19,-9,5,30
5405,-66,-936,57,-12,20,12
5406,-10,-1042,37,-15,14,-2
5407,250,-912,-18,-11,-69,12
5408,-437,-1043,83,-13,-10,46
5409,85,-924,-5,-14,11,4
5410,93,-1030,43,-8,19,1
5411,0,-963,52,-5,3,9
5412,7,-984,-7,-5,-9,24
5413,-23,-951,40,-9,14,35
5414,91,-899,20,-27,22,31
5415,-189,-1015,42,-19,43,26
5416,-105,-979,42,-14,15,-9
5417,270,-957,48,-12,10,6
5418,-29,-1009,-22,-9,11,49
5419,-47,-901,58,-15,4,51
5420,-131,-1009,67,-10,12,18
5421,132,-968,-37,-12,22,13
5422,-142,-1011,31,-23,15,22
5423,33,-977,47,-10,14,15
5424,104,-1001,25,-10,11,23
5425,28,-914,88,-5,9,25
5426,-2,-1021,-54,-6,1,27
5427,-181,-976,73,-11,4,30
5428,-16,-939,41,-7,2,6
5429,-1,-1073,-29,-2,85,21
5430,-35,-930,66,13,28,30
5431,-125,-939,70,-11,12,0
5432,157,-1009,0,-10,12,-3
5433,56,-1012,54,-2,-5,26
5434,45,-941,8,-13,-12,39
5435,-155,-1018,-9,-11,4,31
5436,28,-917,52,-9,-29,2
5437,5,-951,31,-17,-33,18
5438,-152,-1021,48,-17,12,18
5439,273,-913,49,-12,16,15
5440,-162,-1016,44,-10,3,44
5441,89,-942,-34,-6,-5,26
5442,-161,-959,89,-5,20,24
5443,118,-1020,-22,-13,15,11
5444,-39,-1006,-12,-6,79,40
5445,-14,-945,106,-3,25,29
5446,-55,-969,10,-13,10,14
5447,27,-982,32,-9,12,8
5448,0,-1086,19,-1,-4,15
5449,43,-937,48,5,-6,34
5450,-263,-957,7,-16,11,30
5451,13,-998,-13,-4,4,1
5452,225,-880,79,5,-101,-6
5453,-262,-1002,85,-23,12,17
5454,71,-1012,0,-11,10,10
5455,195,-988,52,-8,15,26
5456,-50,-968,-36,-30,41,39
5457,-208,-962,48,-11,8,15
5458,89,-923,51,-6,19,2
5459,38,-1004,-24,-9,46,39
5460,-98,-974,89,-16,7,33
5461,174,-942,46,-15,18,17
5462,-175,-985,50,-8,15,27
5463,176,-989,-64,-10,9,19
5464,-250,-991,69,-8,17,37
5465,120,-960,13,-11,12,15
5466,11,-1003,39,-16,9,21
5467,106,-849,10,6,41,14
5468,-232,-1050,88,-1,13,29
5469,-50,-978,9,-12,11,19
5470,38,-1049,11,-7,14,24
5471,-51,-969,49,-9,20,17
5472,22,-942,16,-4,9,6
5473,-27,-980,31,-9,13,11
5474,95,-933,-22,-13,-73,15
5475,-50,-1032,99,-28,-31,30
5476,-96,-969,19,-11,2,14
5477,81,-960,61,-13,10,-3
5478,126,-995,8,-9,11,22
5479,-156,-981,39,-11,7,42
5480,-90,-952,1,-10,13,26
5481,143,-1002,43,-13,13,16
5482,-63,-963,-4,-14,-38,21
5483,-31,-985,61,-16,15,19
5484,23,-978,32,-14,12,23
5485,15,-978,42,-9,3,35
5486,-24,-1007,8,-11,11,30
5487,-5,-985,14,-1,-3,16
5488,-76,-938,59,-11,11,15
5489,12,-973,-3,-13,9,10
5490,11,-1060,13,-5,12,25
5491,-93,-936,57,-6,-2,44
5492,-83,-926,39,-15,7,7
5493,110,-942,43,-5,17,-1
5494,-63,-1043,97,-11,0,12
5495,103,-971,-49,-10,-9,25
5496,-93,-1002,-2,-11,10,33
5497,65,-902,31,-9,-4,5
5498,96,-964,59,-2,59,22
5499,-249,-1008,17,-11,12,28
5500,127,-901,70,-12,15,15
5501,-26,-1052,31,-11,1,31
5502,14,-916,24,-16,-20,19
5503,-24,-984,74,-9,13,14
5504,27,-1026,-50,-14,15,23
5505,-52,-933,19,-11,-18,39
5506,-34,-1009,70,-12,16,33
5507,-39,-996,12,-14,13,10
5508,148,-959,31,-9,9,4
5509,0,-1007,18,-8,20,29
5510,-61,-961,43,-7,28,37
5511,-167,-1001,37,-10,17,33
5512,-6,-946,33,-11,12,6
5513,293,-934,-47,2,-35,-2
5514,-247,-992,120,-26,-28,24
5515,-137,-957,33,-13,17,14
5516,196,-1035,29,-8,19,19
5517,-32,-973,19,-11,35,25
5518,-24,-972,12,-14,41,15
5519,-58,-1020,4,-10,8,11
5520,89,-932,29,-9,5,27
5521,-109,-903,40,-23,-5,37
5522,-2,-980,79,-12,13,9
5523,94,-962,53,-8,11,15
5524,35,-1022,-9,-15,-3,28
5525,-129,-937,-2,-14,4,47
5526,-150,-982,80,-12,18,18
5527,216,-987,-34,-10,-20,11
5528,-129,-1033,37,-15,13,22
5529,77,-918,48,-10,2,9
5530,27,-1009,58,-10,14,29
5531,-84,-946,61,-9,13,29
5532,114,-1009,-60,-21,3,23
5533,-169,-987,86,-17,22,30
5534,-125,-965,21,-8,13,2
5535,74,-987,-11,-31,-45,6
5536,26,-938,57,-29,9,24
5537,-180,-954,67,-15,9,13
5538,204,-1047,-21,-8,6,4
5539,135,-973,104,-7,4,32
5540,-147,-925,-26,-12,-16,39
5541,-188,-1072,-40,-11,14,13
5542,161,-764,141,-9,-1,2
5543,-71,-922,10,-7,-17,24
5544,17,-1020,22,-11,18,17
5545,267,-959,38,-14,16,38
5546,-376,-988,21,-15,17,42
5547,162,-937,-10,-9,18,18
5548,-188,-1038,79,-5,8,17
5549,160,-934,22,-11,15,14
5550,-7,-990,-32,2,45,35
5551,-52,-959,104,1,-8,22
5552,-2,-970,45,-16,14,10
