"sequence","AccelerometerX","AccelerometerY","AccelerometerZ","GyroscopeX","GyroscopeY","GyroscopeZ"
4159,4,-977,19,-12,13,16
4160,34,-991,16,-11,11,19
4161,-5,-972,29,-9,13,26
4162,0,-990,32,-12,12,27
4163,34,-991,6,-8,11,28
4164,-21,-984,18,-9,12,33
4165,-108,-985,36,-10,12,28
4166,-38,-983,19,-10,10,12
4167,91,-997,30,-6,10,12
4168,3,-978,25,-11,11,26
4169,-71,-974,34,-10,12,25
4170,8,-985,23,-11,11,17
4171,18,-985,37,-10,12,20
4172,-34,-984,24,-14,13,23
4173,-35,-977,30,-11,12,18
4174,20,-969,42,-13,12,15
4175,-6,-990,21,-12,10,18
4176,-19,-979,26,-13,12,18
4177,-9,-981,19,-10,12,16
4178,27,-982,17,-12,11,18
4179,-7,-983,15,-12,11,22
4180,-39,-982,29,-14,14,22
4181,8,-986,9,-9,9,18
4182,41,-982,29,-9,12,22
4183,1,-980,39,-10,12,30
4184,-37,-982,28,-13,15,29
4185,7,-990,15,-10,11,24
4186,-19,-988,17,-10,14,27
4187,-65,-986,30,-8,10,23
4188,0,-980,24,-9,12,15
4189,66,-987,27,-9,11,19
4190,-31,-982,20,-14,13,29
4191,-71,-982,31,-11,10,22
4192,21,-983,38,-11,11,14
4193,1,-985,38,-11,10,17
4194,-7,-978,37,-14,15,18
4195,0,-974,19,-14,14,19
4196,-16,-977,26,-13,13,20
4197,-26,-989,19,-12,9,18
4198,3,-975,21,-12,14,16
4199,4,-982,8,-13,10,19
4200,-6,-984,28,-13,12,20
4201,-12,-977,23,-12,10,19
4202,-9,-985,30,-10,13,19
4203,20,-981,27,-9,11,21
4204,58,-987,21,-10,13,28
4205,-54,-986,28,-12,12,35
4206,-39,-985,11,-10,13,28
4207,16,-986,13,-9,10,23
4208,-65,-982,26,-9,12,25
4209,-37,-984,37,-11,12,15
4210,39,-977,25,-9,11,14
4211,26,-994,37,-11,9,20
4212,-8,-974,27,-12,13,25
4213,-67,-985,21,-11,12,24
4214,10,-975,36,-11,11,16
4215,8,-981,23,-14,11,19
4216,-20,-981,26,-13,12,21
4217,-23,-977,16,-12,13,18
4218,11,-975,28,-11,12,16
4219,3,-988,29,-14,12,19
4220,-22,-982,27,-12,14,20
4221,1,-977,19,-13,15,18
4222,19,-987,10,-11,13,21
4223,-27,-978,24,-11,13,23
4224,0,-988,28,-8,11,20
4225,49,-988,18,-10,11,25
4226,15,-984,13,-7,10,33
4227,-54,-984,30,-10,12,34
4228,-134,-984,32,-10,11,22
4229,81,-997,21,-9,14,9
4230,37,-982,28,-7,11,23
4231,-73,-970,26,-11,13,26
4232,0,-984,26,-9,10,16
4233,29,-987,26,-13,12,20
4234,-32,-989,27,-12,12,24
4235,-48,-972,22,-13,12,20
4236,18,-978,48,-9,10,15
4237,13,-982,29,-13,12,19
4238,-31,-982,26,-13,14,21
4239,-5,-978,22,-12,15,18
4240,31,-981,18,-11,10,18
4241,-12,-982,15,-13,12,23
4242,-40,-982,23,-12,11,20
4243,-8,-986,13,-12,12,17
4244,29,-980,18,-10,10,18
4245,11,-981,43,-11,14,24
4246,-8,-983,29,-11,11,27
4247,4,-990,21,-10,13,27
4248,12,-999,10,-8,11,30
4249,-84,-973,23,-10,13,30
4250,-54,-981,22,-8,10,18
4251,54,-988,27,-8,12,14
4252,35,-978,25,-10,10,22
4253,-75,-984,30,-12,13,26
4254,-12,-981,39,-9,10,16
4255,35,-986,40,-12,13,17
4256,-29,-978,26,-13,12,24
4257,-18,-976,27,-13,15,22
4258,2,-976,17,-12,11,18
4259,-12,-982,23,-13,12,20
4260,-34,-983,22,-11,11,18
4261,6,-976,30,-12,14,15
4262,3,-988,14,-13,11,18
4263,14,-978,28,-13,13,20
4264,-17,-982,30,-12,10,22
4265,-11,-984,21,-9,13,22
4266,27,-985,19,-10,13,22
4267,30,-982,15,-11,14,29
4268,-59,-987,23,-10,13,32
4269,-16,-991,13,-9,12,23
4270,20,-993,22,-8,9,24
4271,-95,-984,31,-9,12,24
4272,0,-975,40,-10,11,13
4273,58,-984,26,-10,12,16
4274,0,-991,33,-13,10,26
4275,-45,-972,23,-12,13,27
4276,-41,-983,29,-10,13,19
4277,21,-978,29,-11,11,18
4278,-17,-981,36,-14,11,20
4279,-15,-982,22,-13,12,18
4280,-2,-977,22,-12,12,17
4281,5,-980,26,-11,12,18
4282,-4,-991,22,-15,14,20
4283,-12,-976,22,-11,13,20
4284,9,-977,17,-13,10,20
4285,-15,-990,7,-10,10,22
4286,-20,-978,36,-10,15,20
4287,17,-992,25,-9,11,19
4288,43,-986,21,-11,12,26
4289,-8,-978,25,-8,11,31
4290,-35,-989,27,-10,13,31
4291,-116,-987,28,-7,10,24
4292,71,-989,28,-10,12,12
4293,34,-980,24,-9,10,22
4294,-76,-981,20,-11,11,26
4295,0,-976,17,-10,11,17
4296,26,-991,33,-13,14,19
4297,-28,-986,26,-12,11,24
4298,-44,-977,30,-12,12,20
4299,30,-971,39,-11,11,17
4300,-7,-988,27,-14,13,22
4301,-51,-979,32,-11,12,20
4302,10,-973,24,-12,15,15
4303,18,-987,14,-11,10,18
4304,-4,-977,20,-15,13,22
4305,-33,-983,20,-13,12,21
4306,-5,-982,12,-13,12,19
4307,22,-987,24,-10,10,20
4308,36,-984,27,-11,13,26
4309,-32,-976,37,-9,12,31
4310,15,-997,16,-8,13,27
4311,-12,-990,11,-9,10,29
4312,-111,-971,34,-12,13,26
4313,-7,-997,15,-8,11,12
4314,75,-978,26,-7,12,14
4315,-1,-985,31,-11,11,25
4316,-65,-980,22,-13,14,26
4317,-6,-981,45,-10,10,18
4318,14,-985,31,-12,11,18
4319,-24,-980,34,-11,12,21
4320,-19,-975,30,-11,13,18
4321,13,-980,23,-12,10,17
4322,-6,-983,16,-13,12,20
4323,-28,-978,26,-11,11,19
4324,6,-984,16,-12,12,17
4325,21,-982,14,-11,11,20
4326,-13,-979,32,-13,13,23
4327,-34,-978,26,-12,12,21
4328,-7,-989,29,-9,12,18
4329,64,-985,21,-9,11,20
4330,-6,-981,31,-12,15,31
4331,-60,-985,23,-12,12,29
4332,22,-992,13,-9,11,23
4333,9,-986,18,-9,11,28
4334,-81,-984,28,-9,13,26
4335,-27,-969,42,-10,11,17
4336,42,-995,26,-9,12,14
4337,26,-986,27,-12,11,22
4338,-64,-979,28,-12,14,26
4339,-29,-982,31,-11,12,18
4340,31,-975,37,-13,13,16
4341,-8,-985,22,-15,12,21
4342,-27,-982,16,-11,13,22
4343,-2,-974,25,-10,12,18
4344,19,-979,33,-12,12,18
4345,-36,-987,23,-14,12,20
4346,-8,-972,32,-12,13,16
4347,9,-993,4,-13,12,17
4348,-8,-979,22,-10,12,19
4349,0,-973,29,-11,12,20
4350,15,-989,23,-9,11,22
4351,31,-985,12,-9,11,27
4352,26,-988,20,-9,11,34
4353,-167,-978,32,-11,9,32
4354,4,-989,20,-9,10,10
4355,106,-996,27,-9,13,17
4356,-93,-977,30,-9,11,29
4357,-29,-981,26,-10,13,16
4358,75,-984,27,-7,12,16
4359,-11,-987,37,-14,12,28
4360,-83,-972,13,-12,12,26
4361,-15,-975,38,-10,13,15
4362,55,-978,41,-9,9,14
4363,-40,-988,29,-15,13,23
4364,-50,-980,27,-13,14,17
4365,42,-973,21,-13,15,13
4366,27,-992,9,-11,11,21
4367,-35,-978,21,-13,14,23
4368,-25,-980,20,-12,12,20
4369,12,-992,0,-12,13,20
4370,10,-980,30,-8,11,20
4371,-1,-971,39,-11,12,24
4372,-12,-998,34,-10,13,25
4373,42,-981,16,-9,14,26
4374,-37,-989,22,-10,11,32
4375,-94,-984,26,-12,13,26
4376,3,-985,20,-7,11,13
4377,69,-985,23,-10,12,18
4378,-55,-984,21,-12,11,26
4379,-39,-975,30,-11,12,19
4380,28,-989,41,-10,10,16
4381,-4,-982,35,-12,11,20
4382,-17,-976,41,-13,13,22
4383,-10,-972,18,-14,16,20
4384,7,-983,33,-10,10,20
4385,-33,-984,12,-12,12,21
4386,-16,-973,32,-11,12,18
4387,2,-988,4,-14,15,16
4388,18,-972,27,-12,12,20
4389,-38,-988,27,-13,12,22
4390,-3,-981,24,-10,12,16
4391,40,-979,21,-10,13,19
4392,18,-994,21,-9,10,27
4393,-2,-982,27,-12,13,32
4394,-22,-984,16,-8,10,30
4395,-23,-989,13,-8,12,29
4396,-40,-991,28,-8,10,23
4397,-65,-970,46,-11,12,16
4398,23,-988,22,-8,10,10
4399,86,-992,31,-11,12,19
4400,-26,-970,23,-12,10,31
4401,-85,-990,25,-13,14,27
4402,8,-973,27,-11,10,15
4403,14,-984,43,-13,12,18
4404,-29,-986,25,-15,12,19
4405,-12,-967,24,-12,16,16
4406,13,-982,33,-13,11,16
4407,0,-991,16,-12,12,18
4408,-13,-978,25,-13,13,20
4409,5,-975,15,-12,12,20
4410,4,-989,14,-11,9,23
4411,-20,-981,19,-11,13,24
4412,-14,-981,35,-11,11,21
4413,17,-990,17,-9,11,21
4414,38,-979,29,-9,10,26
4415,-72,-991,39,-9,12,30
4416,-19,-985,15,-11,13,21
4417,56,-992,12,-7,14,21
4418,-56,-977,29,-10,11,30
4419,-75,-978,29,-9,11,20
4420,47,-986,20,-9,12,13
4421,37,-985,32,-11,12,22
4422,-68,-985,24,-13,11,25
4423,-39,-974,32,-11,14,16
4424,62,-977,46,-10,11,14
4425,0,-981,19,-13,11,23
4426,-59,-983,30,-14,12,24
4427,-1,-974,11,-10,14,17
4428,26,-981,19,-14,13,18
4429,-42,-987,17,-12,10,21
4430,-23,-969,40,-13,11,16
4431,17,-990,14,-13,13,17
4432,34,-984,19,-13,12,20
4433,-8,-976,35,-9,11,26
4434,-28,-988,20,-12,13,26
4435,35,-988,20,-10,14,24
4436,32,-984,7,-11,12,30
4437,-116,-989,31,-8,9,33
4438,-50,-977,17,-10,11,15
4439,86,-988,29,-6,12,12
4440,14,-985,21,-11,11,26
4441,-93,-979,41,-11,12,25
4442,16,-974,29,-12,12,15
4443,16,-999,29,-11,11,20
4444,-24,-968,28,-14,13,22
4445,-42,-984,22,-13,13,20
4446,21,-977,25,-14,12,15
4447,16,-981,29,-12,10,20
4448,-51,-986,22,-14,11,21
4449,0,-978,24,-11,13,16
4450,36,-978,18,-14,14,18
4451,-17,-982,22,-12,11,23
4452,-50,-981,27,-13,12,19
4453,18,-976,20,-9,11,15
4454,26,-994,19,-10,12,21
4455,11,-970,31,-9,11,25
4456,-34,-987,31,-12,12,28
4457,36,-994,9,-10,11,25
4458,-12,-993,15,-9,13,31
4459,-97,-972,44,-8,10,28
4460,-58,-991,32,-11,13,15
4461,101,-988,24,-9,13,10
4462,32,-983,27,-13,12,26
4463,-81,-978,10,-13,12,29
4464,-33,-979,35,-10,14,18
4465,37,-984,35,-10,9,15
4466,-2,-981,31,-15,11,22
4467,-49,-973,24,-11,10,22
4468,18,-975,39,-11,14,16
4469,2,-987,26,-13,11,19
4470,-29,-978,25,-13,13,20
4471,-10,-981,18,-11,10,18
4472,20,-979,15,-14,13,18
4473,-15,-991,17,-12,10,20
4474,-17,-978,22,-11,13,20
4475,3,-987,21,-9,10,20
4476,56,-996,21,-8,13,24
4477,4,-973,36,-9,11,33
4478,-87,-978,33,-12,13,32
4479,3,-1002,14,-9,11,21
4480,1,-978,20,-8,13,21
4481,-67,-990,31,-9,9,21
4482,4,-976,19,-8,14,14
4483,55,-983,37,-9,10,19
4484,-6,-987,17,-13,12,27
4485,-65,-983,31,-10,9,24
4486,-1,-968,38,-12,13,18
4487,4,-994,37,-11,10,18
4488,0,-980,24,-13,12,18
4489,-25,-978,25,-12,12,19
4490,-14,-980,19,-12,13,17
4491,9,-977,16,-12,11,18
4492,-3,-986,25,-12,13,20
4493,-8,-977,9,-13,11,21
4494,-2,-981,16,-12,13,20
4495,-4,-979,27,-10,10,21
4496,-22,-990,36,-10,12,21
4497,55,-983,19,-11,13,21
4498,20,-984,24,-10,15,30
4499,-52,-988,20,-9,10,34
4500,-76,-991,10,-9,11,25
4501,29,-985,31,-8,13,17
4502,6,-988,19,-9,12,22
4503,-50,-967,29,-10,10,22
4504,5,-981,44,-11,12,17
4505,26,-987,15,-12,12,19
4506,-31,-986,39,-9,11,24
4507,-31,-976,18,-13,11,20
4508,4,-975,43,-12,13,18
4509,7,-977,19,-15,12,19
4510,-14,-987,30,-11,11,20
4511,-41,-979,14,-13,12,18
4512,30,-977,30,-11,12,16
4513,9,-993,17,-15,11,21
4514,-34,-973,27,-13,11,21
4515,-14,-982,22,-13,13,18
4516,30,-984,5,-9,12,19
4517,-12,-983,32,-10,12,24
4518,-5,-986,27,-10,11,24
4519,44,-989,16,-11,14,27
4520,-8,-983,17,-8,12,32
4521,-98,-984,38,-10,11,30
4522,-45,-981,21,-9,11,16
4523,68,-995,25,-9,14,13
4524,25,-974,28,-9,10,23
4525,-65,-981,33,-12,11,26
4526,6,-979,23,-10,12,19
4527,4,-994,37,-13,14,21
4528,-30,-973,18,-11,9,22
4529,-34,-984,34,-13,10,18
4530,18,-966,35,-11,11,14
4531,0,-986,27,-14,13,18
4532,-26,-979,21,-10,11,18
4533,1,-976,27,-13,13,18
4534,20,-988,10,-12,12,20
4535,-2,-981,18,-11,12,23
4536,-36,-984,23,-11,10,24
4537,-10,-986,13,-12,15,19
4538,40,-979,35,-9,11,21
4539,15,-988,35,-11,12,28
4540,-42,-975,34,-9,10,28
4541,8,-998,9,-10,16,25
4542,-9,-989,16,-7,13,28
4543,-81,-978,31,-8,12,26
4544,-8,-989,17,-9,10,16
4545,70,-977,29,-9,13,18
4546,-27,-987,25,-11,10,27
4547,-59,-980,26,-10,13,22
4548,0,-986,48,-12,13,16
4549,19,-979,32,-12,14,17
4550,-6,-981,32,-12,12,20
4551,-15,-973,15,-11,13,21
4552,-17,-984,25,-12,12,20
4553,-10,-980,16,-13,12,18
4554,-14,-980,28,-11,11,18
4555,-2,-981,13,-12,11,16
4556,13,-983,29,-15,13,18
4557,-16,-988,23,-12,13,22
4558,-23,-978,29,-11,11,20
4559,28,-978,26,-10,12,20
4560,50,-993,19,-10,11,27
4561,-32,-975,29,-10,11,34
4562,-61,-992,12,-12,11,29
4563,43,-992,8,-9,14,22
4564,-58,-984,34,-8,12,28
4565,-57,-976,32,-6,8,18
4566,27,-986,31,-10,13,13
4567,56,-985,26,-11,14,20
4568,-26,-982,30,-12,12,27
4569,-61,-979,16,-11,11,24
4570,4,-977,37,-9,13,16
4571,10,-984,29,-10,11,18
4572,-27,-981,30,-14,11,21
4573,-18,-973,18,-12,10,17
4574,19,-975,32,-13,13,16
4575,0,-992,22,-12,9,20
4576,-26,-977,26,-12,14,20
4577,10,-979,21,-13,12,18
4578,18,-991,5,-14,13,21
4579,-28,-979,25,-9,10,24
4580,-17,-984,27,-10,13,22
4581,52,-989,21,-9,12,23
4582,26,-985,17,-10,14,31
4583,-64,-979,36,-9,9,35
4584,-109,-985,29,-10,13,23
4585,69,-999,23,-8,14,11
4586,44,-982,26,-9,15,24
4587,-101,-977,29,-11,10,27
4588,15,-975,20,-10,14,15
4589,36,-997,28,-10,12,21
4590,-36,-981,26,-12,10,25
4591,-61,-978,31,-12,9,19
4592,43,-974,36,-13,14,13
4593,12,-983,35,-14,11,21
4594,-54,-982,25,-11,11,21
4595,-6,-978,22,-10,12,15
4596,37,-978,15,-12,14,17
4597,-11,-979,21,-13,13,22
4598,-45,-986,25,-12,12,21
4599,-6,-982,16,-12,12,17
4600,8,-988,23,-10,13,16
4601,47,-974,33,-9,11,21
4602,-37,-986,34,-10,12,29
4603,24,-990,24,-10,13,26
4604,36,-999,4,-8,12,30
4605,-101,-970,23,-9,12,34
4606,-80,-997,27,-9,11,17
4607,77,-972,16,-9,12,8
4608,20,-991,42,-9,10,22
4609,-64,-976,21,-12,11,24
4610,-6,-978,53,-10,14,17
4611,33,-986,25,-13,14,19
4612,-28,-983,40,-11,12,24
4613,-34,-972,19,-13,11,20
4614,15,-979,30,-12,13,17
4615,-5,-984,16,-15,14,20
4616,-39,-982,31,-11,11,18
4617,1,-983,21,-13,13,15
4618,22,-981,15,-10,12,16
4619,14,-979,28,-13,13,22
4620,-38,-984,17,-12,13,25
4621,-17,-983,25,-12,15,19
4622,34,-980,19,-9,12,20
4623,32,-990,25,-9,13,27
4624,-56,-982,29,-9,9,31
4625,0,-984,17,-10,14,24
4626,4,-999,18,-7,10,25
4627,-75,-977,43,-10,11,24
4628,-26,-978,34,-8,9,15
4629,47,-992,17,-10,15,14
4630,44,-978,37,-10,11,23
4631,-71,-975,16,-14,13,28
4632,-49,-988,30,-11,12,19
4633,37,-974,31,-10,11,15
4634,-12,-987,36,-13,11,21
4635,-35,-987,19,-12,13,19
4636,7,-961,23,-12,15,16
4637,21,-993,30,-12,13,18
4638,-12,-985,19,-13,11,22
4639,-26,-969,34,-10,12,19
4640,9,-987,4,-12,11,18
4641,-4,-985,16,-11,12,20
4642,-27,-977,26,-11,10,21
4643,9,-984,34,-9,11,19
4644,55,-987,18,-9,13,24
4645,24,-985,19,-8,13,33
4646,-99,-980,38,-12,11,35
4647,-84,-993,27,-11,13,18
4648,91,-990,18,-8,12,12
4649,-10,-977,22,-9,10,26
4650,-84,-980,24,-11,11,22
4651,42,-977,29,-8,13,14
4652,26,-997,30,-11,11,22
4653,-39,-979,28,-11,10,26
4654,-51,-974,29,-13,13,19
4655,39,-970,49,-11,12,15
4656,-14,-987,28,-14,12,21
4657,-50,-978,27,-11,12,19
4658,9,-978,22,-13,14,14
4659,30,-977,15,-11,12,17
4660,-22,-987,23,-14,13,21
4661,-22,-977,21,-12,11,19
4662,6,-990,9,-11,13,19
4663,19,-989,21,-7,7,21
4664,1,-971,45,-10,12,25
4665,-7,-991,32,-10,12,25
4666,10,-983,18,-9,14,26
4667,-3,-989,22,-7,11,28
4668,-82,-983,28,-12,13,27
4669,-35,-976,19,-8,12,16
4670,89,-993,27,-9,13,15
4671,-12,-977,18,-10,10,29
4672,-84,-975,41,-11,14,26
4673,11,-991,28,-12,11,15
4674,16,-984,40,-11,13,18
4675,-12,-977,32,-13,11,21
4676,-41,-982,26,-13,14,18
4677,14,-972,33,-12,11,15
4678,15,-989,13,-13,12,20
4679,-27,-980,20,-12,11,21
4680,-16,-973,19,-13,14,19
4681,28,-979,28,-13,11,18
4682,-17,-984,27,-12,11,22
4683,-39,-980,30,-12,11,19
4684,26,-985,21,-9,14,16
4685,29,-984,22,-9,10,22
4686,-19,-981,28,-11,13,27
4687,0,-991,23,-12,11,27
4688,8,-989,8,-9,13,29
4689,-24,-996,18,-9,12,31
4690,-101,-973,42,-9,10,25
4691,-25,-981,29,-11,12,11
4692,109,-995,24,-9,12,12
4693,8,-976,36,-12,12,29
4694,-103,-976,20,-11,13,28
4695,1,-978,35,-10,14,15
4696,36,-978,27,-11,10,17
4697,-22,-984,24,-15,11,23
4698,-49,-973,17,-11,12,20
4699,24,-969,46,-12,12,16
4700,3,-996,18,-13,11,20
4701,-29,-976,35,-12,14,19
4702,-1,-981,22,-11,12,18
4703,17,-984,7,-12,13,20
4704,-15,-975,23,-10,10,21
4705,-26,-990,26,-13,14,21
4706,32,-991,15,-10,11,20
4707,47,-975,20,-10,11,28
4708,-37,-986,36,-9,10,33
4709,-88,-980,20,-11,14,25
4710,34,-995,25,-7,12,17
4711,20,-988,23,-10,14,24
4712,-86,-971,28,-8,9,24
4713,0,-975,31,-8,12,15
4714,63,-999,28,-9,10,18
4715,-16,-981,28,-14,12,28
4716,-94,-978,27,-11,12,24
4717,24,-972,36,-10,11,12
4718,39,-980,38,-11,9,18
4719,-44,-985,27,-14,12,23
4720,-18,-978,25,-13,12,17
4721,21,-975,13,-11,13,16
4722,8,-983,22,-11,10,22
4723,-31,-984,24,-14,13,22
4724,-6,-977,22,-11,13,19
4725,0,-984,9,-12,13,18
4726,5,-981,33,-8,8,20
4727,3,-984,40,-11,12,23
4728,-7,-986,26,-9,12,25
4729,50,-991,15,-10,13,27
4730,-41,-990,20,-9,9,35
4731,-105,-986,25,-10,13,25
4732,27,-981,19,-8,11,13
4733,54,-982,28,-9,13,20
4734,-78,-985,27,-11,9,24
4735,-2,-972,41,-10,12,16
4736,29,-996,30,-9,11,19
4737,6,-976,37,-11,11,22
4738,-56,-977,20,-13,13,23
4739,-5,-975,37,-12,15,18
4740,17,-983,25,-13,11,18
4741,-20,-978,22,-12,11,20
4742,-45,-987,21,-11,11,17
4743,27,-977,21,-12,14,13
4744,10,-991,24,-14,10,19
4745,-32,-981,23,-13,13,20
4746,0,-971,27,-11,12,17
4747,10,-996,15,-9,12,22
4748,25,-980,23,-8,11,26
4749,-25,-978,34,-11,12,29
4750,16,-993,7,-9,11,27
4751,-5,-986,19,-6,12,30
4752,-56,-978,37,-9,9,26
4753,-90,-996,34,-10,11,17
4754,59,-977,30,-8,11,9
4755,71,-984,33,-9,12,22
4756,-61,-985,17,-13,11,30
4757,-59,-977,25,-10,14,21
4758,17,-981,30,-11,11,17
4759,12,-990,27,-12,12,21
4760,-46,-974,28,-13,10,22
4761,-8,-973,31,-12,15,15
4762,41,-981,29,-13,12,16
4763,-31,-986,29,-13,13,21
4764,-19,-976,26,-12,13,18
4765,15,-979,3,-11,12,18
4766,6,-982,15,-13,11,22
4767,-41,-984,18,-12,12,22
4768,-5,-984,32,-11,12,18
4769,50,-992,17,-8,11,21
4770,28,-980,36,-9,10,30
4771,-53,-992,29,-10,12,32
4772,-39,-992,12,-11,14,26
4773,12,-983,22,-7,13,20
4774,-34,-980,29,-9,10,22
4775,-40,-974,29,-9,11,18
4776,24,-987,21,-10,12,16
4777,49,-990,24,-10,11,22
4778,-70,-981,20,-12,10,28
4779,-43,-974,39,-9,11,18
4780,36,-979,45,-11,12,16
4781,11,-981,33,-12,11,20
4782,-37,-985,28,-15,13,21
4783,-12,-976,18,-12,13,19
4784,11,-984,17,-11,12,18
4785,-22,-981,18,-11,11,20
4786,-16,-971,27,-14,13,17
4787,3,-989,10,-12,12,18
4788,17,-983,20,-12,11,20
4789,-19,-978,42,-9,10,24
4790,-10,-991,26,-12,15,23
4791,43,-981,27,-8,13,25
4792,31,-986,5,-10,14,31
4793,-110,-998,26,-8,10,33
4794,-48,-976,7,-10,11,17
4795,61,-990,32,-7,12,14
4796,-2,-982,24,-10,12,23
4797,-53,-977,50,-11,11,23
4798,15,-979,21,-13,14,18
4799,11,-999,36,-9,13,21
4800,-25,-966,25,-13,12,23
4801,-47,-981,26,-11,14,21
4802,8,-978,27,-13,14,15
4803,16,-975,28,-10,10,18
4804,-27,-989,21,-14,13,20
4805,-7,-978,19,-12,12,17
4806,23,-975,29,-13,13,18
4807,-11,-990,15,-11,9,22
4808,-27,-979,29,-12,13,21
4809,9,-975,17,-11,10,19
4810,16,-988,17,-11,13,22
4811,-12,-981,29,-9,9,25
4812,-8,-985,32,-11,12,24
4813,32,-994,9,-9,11,27
4814,-28,-984,18,-8,13,30
4815,-77,-977,38,-11,11,25
4816,-40,-986,25,-11,12,15
4817,72,-983,26,-7,12,13
4818,16,-985,24,-9,11,25
4819,-66,-982,19,-11,10,26
4820,-19,-980,29,-13,15,17
4821,12,-989,37,-11,10,17
4822,1,-976,32,-12,11,21
4823,-38,-975,25,-12,11,21
4824,9,-978,34,-14,14,17
4825,6,-980,18,-13,12,20
4826,-43,-984,25,-10,10,21
4827,0,-976,17,-11,10,16
4828,25,-979,11,-12,13,19
4829,-25,-988,20,-12,10,21
4830,-25,-978,25,-10,12,18
4831,24,-987,22,-9,10,18
4832,45,-986,21,-9,13,24
4833,-2,-979,46,-10,12,31
4834,-46,-992,20,-12,15,30
4835,0,-990,6,-10,14,25
4836,-32,-990,26,-7,12,26
4837,-64,-983,21,-9,8,20
4838,1,-974,20,-9,13,12
4839,65,-982,38,-11,12,16
4840,-20,-987,16,-11,12,27
4841,-69,-978,36,-11,12,23
4842,23,-976,36,-11,13,16
4843,6,-980,31,-13,11,20
4844,-24,-980,28,-13,12,21
4845,-24,-983,19,-13,14,18
4846,7,-975,27,-11,13,16
4847,5,-982,18,-12,12,19
4848,-24,-987,29,-10,11,20
4849,8,-979,10,-15,14,18
4850,22,-987,18,-11,12,21
4851,-28,-979,26,-12,10,26
4852,-39,-985,33,-9,10,20
4853,48,-978,19,-9,12,18
4854,33,-988,20,-7,13,28
4855,-41,-980,21,-12,12,33
4856,-66,-990,15,-8,11,25
4857,37,-986,25,-9,14,19
4858,-21,-991,20,-7,10,26
4859,-49,-970,32,-11,13,21
4860,12,-987,33,-10,12,16
4861,25,-989,21,-12,14,19
4862,-17,-981,34,-9,11,23
4863,-46,-982,24,-13,14,21
4864,-1,-975,39,-12,13,16
4865,13,-977,22,-14,12,16
4866,-9,-986,23,-11,11,21
4867,-28,-973,18,-12,12,20
4868,11,-973,30,-12,11,17
4869,0,-992,16,-14,12,20
4870,-17,-973,24,-10,11,20
4871,-14,-990,16,-13,14,19
4872,19,-984,14,-10,13,17
4873,2,-975,33,-10,14,23
4874,-3,-997,23,-9,10,25
4875,50,-979,11,-10,13,27
4876,0,-990,21,-8,12,35
4877,-145,-985,34,-11,12,31
4878,-24,-985,19,-9,10,11
4879,95,-992,25,-9,16,13
4880,-34,-978,24,-8,10,26
4881,-40,-971,34,-11,12,22
4882,24,-985,21,-10,12,18
4883,5,-990,34,-13,15,23
4884,-47,-972,19,-12,10,25
4885,-30,-981,39,-11,11,18
4886,21,-973,34,-13,11,15
4887,-8,-989,28,-15,16,20
4888,-23,-985,16,-11,12,19
4889,0,-969,21,-11,13,18
4890,13,-986,16,-12,9,19
4891,2,-983,14,-11,14,21
4892,-26,-979,25,-11,12,21
4893,-12,-986,8,-13,12,19
4894,25,-984,36,-9,10,19
4895,13,-981,34,-9,11,25
4896,-28,-981,32,-12,13,28
4897,19,-988,12,-11,14,25
4898,-12,-993,16,-10,13,30
4899,-89,-983,24,-8,12,27
4900,-8,-983,21,-9,10,14
4901,67,-979,31,-10,14,18
4902,-45,-984,22,-12,10,26
4903,-46,-976,28,-10,11,19
4904,21,-990,38,-11,10,15
4905,7,-979,34,-12,14,20
4906,-25,-978,36,-13,12,21
4907,2,-971,17,-12,12,20
4908,-10,-981,24,-13,12,21
4909,-32,-984,17,-13,13,19
4910,-8,-981,23,-11,12,15
4911,29,-979,9,-13,12,17
4912,-4,-988,25,-14,12,22
4913,-23,-978,30,-11,11,21
4914,-7,-985,26,-10,10,20
4915,40,-978,19,-7,12,20
4916,14,-988,20,-13,14,27
4917,-20,-982,27,-9,11,31
4918,-61,-996,17,-11,10,27
4919,47,-981,15,-7,11,22
4920,-55,-989,18,-8,12,27
4921,-58,-977,30,-8,11,19
4922,23,-978,37,-11,12,13
4923,48,-995,27,-10,14,19
4924,-4,-980,31,-12,12,26
4925,-72,-977,20,-11,12,24
4926,-9,-984,34,-12,13,16
4927,21,-975,32,-11,13,17
4928,-18,-984,28,-15,13,21
4929,-24,-981,13,-11,11,18
4930,12,-967,30,-13,12,17
4931,-1,-991,23,-14,11,18
4932,-22,-982,21,-13,13,19
4933,9,-972,27,-11,11,18
4934,13,-993,0,-15,12,21
4935,-30,-979,29,-9,12,23
4936,-5,-983,22,-11,12,20
4937,32,-989,26,-9,9,22
4938,21,-983,16,-10,13,28
4939,-6,-987,25,-7,10,32
4940,-126,-979,34,-11,12,28
4941,9,-995,21,-9,11,13
4942,73,-989,20,-8,11,19
4943,-62,-975,26,-8,10,27
4944,-41,-975,21,-11,11,18
4945,45,-985,30,-12,12,17
4946,-7,-991,28,-13,14,23
4947,-62,-975,23,-11,10,22
4948,-1,-981,33,-12,11,14
4949,43,-975,40,-12,10,17
4950,-38,-991,22,-14,15,24
4951,-17,-975,23,-10,10,19
4952,21,-976,17,-12,13,17
4953,-1,-984,11,-11,11,22
