sequence,Price,Return,Volume,Volatility,BidAskSpread,OrderFlowImbalance
4379,91.79,2.2922,1021,10.901,9.066,8.23
4380,87.72,0.0879,1044,7.076,5.712,-14.98
4381,83.53,-2.1789,651,12.794,10.108,-33.6
4382,81.98,-2.8189,970,14.38,11.181,-41.0
4383,83.59,-2.2567,978,12.08,10.243,-24.87
4384,87.54,-0.0995,591,7.61,6.687,-10.95
4385,91.79,2.3811,937,13.251,11.427,8.56
4386,93.53,3.0626,929,16.627,12.859,10.98
4387,91.85,2.1392,596,13.156,12.271,2.91
4388,87.9,0.0473,909,8.301,7.501,-17.44
4389,84.0,-2.0167,918,14.455,11.596,-38.23
4390,82.13,-3.1534,576,16.808,13.322,-48.0
4391,83.74,-2.1641,922,13.689,11.36,-36.66
4392,87.49,-0.2635,849,7.933,6.931,-15.11
4393,91.41,2.1176,529,13.998,10.335,4.24
4394,92.88,2.8699,848,17.491,12.351,6.17
4395,91.41,2.3395,879,13.54,10.402,-2.97
4396,87.53,-0.0333,522,7.834,6.875,-26.29
4397,83.47,-2.3319,861,13.878,10.433,-50.34
4398,81.83,-3.0505,850,15.729,12.195,-59.42
4399,83.22,-2.4253,496,13.521,10.58,-46.15
4400,87.05,0.0177,830,6.536,6.915,-29.19
4401,90.92,2.0557,887,11.878,11.355,-4.07
4402,92.48,2.9511,523,14.636,13.034,1.65
4403,90.55,1.7108,880,11.49,11.508,-8.0
4404,86.64,-0.131,894,5.682,7.645,-27.6
4405,82.88,-2.0533,566,10.631,11.8,-48.6
4406,81.33,-2.9728,945,12.928,13.972,-48.79
4407,83.03,-1.9504,915,10.467,11.793,-50.36
4408,86.55,-0.212,598,4.83,6.99,-25.66
4409,90.31,2.0481,913,10.449,11.213,-8.9
4410,91.69,2.8675,952,13.041,12.336,3.55
4411,90.12,2.0078,615,10.797,10.168,1.18
4412,86.41,-0.0148,979,5.995,5.675,-21.73
4413,82.78,-2.0884,1031,12.193,10.526,-38.08
4414,81.13,-3.1641,681,13.747,12.588,-56.63
4415,82.64,-2.1193,1044,12.585,11.248,-44.25
4416,86.08,-0.2659,1061,6.675,6.224,-18.91
4417,89.46,1.9467,726,11.271,11.28,-0.24
4418,90.98,3.0635,1090,15.098,13.565,10.78
4419,89.41,2.123,1098,12.159,11.911,0.97
4420,85.5,-0.2537,770,7.943,7.156,-13.07
4421,81.74,-2.2525,1134,12.978,11.945,-36.61
4422,80.22,-3.0473,1154,16.462,13.421,-43.6
4423,81.9,-1.8372,788,14.11,11.8,-37.72
4424,85.57,0.0571,1187,7.532,6.618,-13.18
4425,89.19,2.218,1197,12.906,11.363,14.94
4426,90.33,2.6871,871,16.145,12.047,21.27
4427,88.79,2.0509,1196,12.696,10.943,10.55
4428,85.3,0.0437,1208,7.223,6.103,-13.14
4429,81.82,-2.1427,904,13.159,10.682,-32.59
4430,80.41,-2.936,1225,14.685,12.234,-40.42
4431,81.79,-2.1578,1254,12.457,10.444,-26.24
4432,85.48,0.2286,887,7.087,7.237,-10.63
4433,89.12,2.3409,1224,11.664,11.26,8.78
4434,90.48,2.8963,1219,13.887,13.696,17.13
4435,88.86,1.8473,888,10.648,11.499,4.96
4436,85.7,0.2437,1234,3.727,7.29,-13.05
4437,82.18,-2.25,1215,10.572,11.683,-38.94
4438,80.94,-2.7283,915,12.698,13.679,-47.7
4439,82.61,-1.8778,1227,10.514,11.09,-38.9
4440,85.82,-0.1197,1200,4.575,7.359,-10.76
4441,89.19,2.1786,892,9.935,10.593,8.23
4442,90.48,3.0264,1215,12.36,12.526,10.25
4443,89.14,2.1786,1173,10.477,9.653,3.73
4444,85.82,0.0565,809,4.527,5.658,-20.22
4445,82.78,-1.8622,1160,10.17,10.308,-40.83
4446,81.49,-2.9762,1165,13.561,12.306,-52.38
4447,82.85,-2.1929,764,11.355,10.288,-41.63
4448,86.29,0.1111,1147,6.276,7.113,-17.99
4449,89.5,2.1351,1104,11.681,10.644,-2.39
4450,90.77,2.944,768,14.498,13.013,10.25
4451,89.73,2.4353,1082,12.029,11.76,-2.45
4452,86.34,-0.1348,1082,6.854,7.379,-21.0
4453,83.03,-2.234,727,13.297,11.336,-47.82
4454,81.71,-3.0047,1075,16.203,13.118,-51.2
4455,82.88,-2.29,1024,12.973,10.519,-46.22
4456,85.76,-0.2904,720,7.7,6.408,-24.1
4457,89.1,2.3199,994,12.754,9.607,0.36
4458,90.28,2.7964,1018,14.66,11.191,16.57
4459,88.87,2.0491,672,12.615,9.828,2.92
4460,85.65,0.0117,1000,6.934,5.437,-14.7
4461,82.36,-2.3197,1013,12.332,9.362,-36.59
4462,80.92,-3.1724,615,14.18,10.989,-46.88
4463,82.25,-2.0863,991,12.035,9.703,-39.69
4464,85.73,0.4184,1012,6.555,5.591,-16.66
4465,88.95,2.2664,647,11.113,10.756,3.36
4466,90.34,3.107,974,13.639,12.982,20.05
4467,88.83,1.9275,1003,11.126,10.369,10.99
4468,85.75,0.0563,663,5.454,6.517,-8.51
4469,82.52,-2.2703,993,10.767,10.664,-27.61
4470,81.4,-2.7813,1047,13.144,12.246,-30.86
4471,82.64,-2.1236,673,10.279,10.119,-28.21
4472,85.7,-0.0353,1020,3.949,5.679,-4.34
4473,88.72,2.0811,1053,9.738,8.631,18.26
4474,89.88,2.9188,704,12.486,10.593,28.26
4475,88.41,1.8964,1073,10.039,8.575,16.91
4476,85.51,0.1323,1095,4.682,4.297,0.65
4477,82.34,-2.2962,749,10.852,8.281,-26.26
4478,80.96,-3.0759,1130,13.549,10.383,-33.04
4479,82.17,-2.1096,1139,11.315,8.87,-29.97
4480,85.03,-0.0155,825,6.334,5.161,-3.08
4481,88.03,2.1388,1143,13.065,9.613,16.72
4482,89.4,3.1468,1178,14.294,11.152,24.37
4483,88.23,2.2098,850,12.437,9.479,13.98
4484,85.36,0.0512,1210,6.728,5.124,-4.16
4485,82.48,-2.0693,1176,13.695,9.571,-25.21
4486,81.43,-2.8417,863,16.073,11.099,-29.49
4487,82.38,-2.4122,1248,12.769,9.045,-31.01
4488,85.33,0.1573,1264,8.032,4.839,-6.96
4489,88.07,2.0554,916,12.776,8.556,13.35
4490,89.07,2.7539,1274,15.914,10.213,23.64
4491,87.9,2.1075,1301,13.276,8.067,8.38
4492,85.01,-0.0409,930,7.474,3.755,-13.86
4493,82.29,-1.9841,1272,12.042,8.181,-33.81
4494,81.31,-2.8232,1320,15.094,10.077,-44.95
4495,82.15,-2.5235,958,12.492,8.991,-34.7
4496,84.96,0.0451,1289,7.112,4.237,-16.13
4497,88.06,2.4185,1276,11.925,8.597,7.28
4498,89.34,3.2035,973,13.928,10.189,19.03
4499,88.41,2.366,1278,11.034,9.401,7.2
4500,85.67,0.0773,1261,5.775,5.391,-12.76
4501,82.71,-2.2836,949,11.406,9.025,-32.63
4502,81.43,-3.1141,1233,13.606,10.452,-40.9
4503,82.69,-2.0302,1249,11.278,8.212,-32.86
4504,85.57,0.2042,907,5.105,3.901,-16.95
4505,88.18,2.03,1223,10.218,7.044,6.49
4506,89.26,2.9047,1206,13.392,9.483,24.0
4507,88.17,2.1473,864,11.882,7.041,9.52
4508,85.22,-0.2738,1164,6.34,3.093,-8.72
4509,82.5,-2.1456,1168,11.325,7.737,-25.13
4510,81.64,-2.7192,825,15.283,8.579,-38.55
4511,83.09,-1.8463,1119,12.923,7.453,-32.13
4512,85.73,0.022,1152,7.33,3.303,-6.0
4513,88.65,2.3939,758,12.43,7.803,21.61
4514,89.65,2.8687,1091,15.893,10.373,32.17
4515,88.43,2.0407,1068,13.97,8.751,23.54
4516,85.47,-0.3754,727,9.182,4.438,8.54
4517,83.0,-2.0399,1037,13.785,8.561,-14.72
4518,81.87,-3.0217,1037,16.378,9.85,-32.03
4519,83.3,-1.7296,697,14.865,7.989,-22.1
4520,85.93,0.0117,1031,9.251,3.594,4.96
4521,88.53,2.1965,965,14.789,7.515,21.8
4522,89.3,2.7725,664,16.408,8.617,39.61
4523,88.45,2.313,965,13.899,6.911,22.25
4524,85.83,0.0371,973,8.526,2.254,7.56
4525,83.26,-2.1573,615,14.096,6.29,-16.71
4526,81.88,-3.3293,960,16.429,9.212,-20.53
4527,83.06,-2.1117,938,13.052,7.134,-7.45
4528,85.72,0.1692,612,6.726,3.159,7.61
4529,88.12,1.9881,966,13.424,7.473,20.61
4530,89.15,3.024,935,14.948,9.728,34.47
4531,88.15,2.0824,601,12.362,7.939,24.78
4532,85.79,0.1893,966,7.049,4.116,5.54
4533,83.32,-2.0462,975,11.4,8.508,-11.95
4534,82.55,-2.6609,620,14.33,9.48,-27.4
4535,83.53,-2.319,971,11.782,7.359,-20.21
4536,85.88,-0.0757,983,6.529,3.032,-1.99
4537,88.23,2.0542,629,12.013,7.019,17.86
4538,88.83,2.4541,998,14.829,8.342,26.81
4539,87.68,1.9492,996,11.718,6.101,20.7
4540,85.39,0.1323,659,6.704,2.316,1.17
4541,83.01,-2.0251,978,12.416,6.551,-21.96
4542,81.89,-3.1787,1000,16.006,8.427,-33.54
4543,82.92,-2.0728,709,14.081,6.764,-22.46
4544,85.0,-0.3196,1074,8.187,3.016,-4.79
4545,87.31,2.0832,1081,14.478,7.496,21.47
4546,88.35,3.0455,739,16.704,9.319,23.06
4547,87.45,2.2576,1089,14.461,8.026,13.23
4548,84.96,-0.0802,1118,10.047,3.756,-2.45
4549,82.74,-2.0644,763,15.225,8.114,-25.64
4550,82.05,-2.6751,1127,18.457,9.53,-27.9
4551,82.95,-2.2336,1165,16.749,7.723,-24.52
4552,85.37,0.0872,770,9.439,2.58,0.3
4553,87.44,1.9342,1139,15.962,6.985,22.32
4554,88.08,2.7018,1152,17.826,8.018,34.75
4555,87.2,2.2339,777,15.742,7.064,27.22
4556,84.9,0.0387,1141,8.631,2.272,-0.87
4557,82.64,-2.0677,1188,15.52,6.76,-22.96
4558,81.61,-3.1196,831,16.942,8.471,-26.82
4559,82.51,-2.2172,1164,14.924,7.152,-12.6
4560,84.9,0.1524,1190,9.09,3.226,10.61
4561,87.4,2.4147,795,14.694,7.631,28.69
4562,88.29,2.9843,1193,16.407,9.301,46.39
4563,87.1,1.8644,1147,13.998,7.947,32.66
4564,85.05,0.2352,782,7.868,4.123,17.18
4565,82.92,-2.0297,1152,12.792,8.439,-7.36
4566,82.12,-2.9623,1130,15.481,9.732,-19.18
4567,83.07,-2.075,766,13.158,7.642,-6.81
4568,85.63,0.38,1093,7.6,3.314,19.53
4569,87.84,2.1788,1045,13.569,7.117,41.93
4570,88.82,3.0415,678,16.084,8.969,48.49
4571,87.64,1.816,1050,14.331,6.317,46.17
4572,85.38,-0.0588,1052,9.353,2.287,19.68
4573,83.13,-2.2338,654,13.825,7.258,-0.17
4574,82.25,-2.9936,1000,17.052,9.002,-9.21
4575,83.21,-2.0067,949,15.177,8.189,-3.13
4576,85.26,-0.0758,586,9.531,3.278,15.18
4577,87.67,2.4904,943,15.979,8.553,39.9
4578,88.4,2.8744,940,17.231,10.301,47.52
4579,87.47,2.1601,576,16.612,9.193,37.19
4580,85.4,0.1113,915,10.806,4.999,17.57
4581,83.13,-2.1583,858,15.885,8.469,-6.2
4582,82.37,-2.8883,508,19.204,10.168,-11.65
4583,83.37,-2.0041,858,18.056,8.254,-4.25
4584,85.44,0.049,808,11.49,4.636,12.02
4585,87.83,2.4113,462,18.22,8.068,38.31
4586,88.72,3.0195,802,20.603,9.065,41.67
4587,87.93,2.2074,791,17.241,7.004,27.51
4588,85.75,-0.0926,452,11.156,3.408,6.33
4589,83.48,-2.4085,781,17.12,7.702,-13.07
4590,82.57,-3.047,757,19.624,9.454,-19.33
4591,83.41,-2.1489,368,17.216,8.218,-14.58
4592,85.41,-0.0326,771,10.61,3.735,11.47
4593,87.59,2.2835,772,15.432,8.882,35.54
4594,88.09,2.6713,415,18.709,11.015,34.75
4595,87.12,2.0444,758,14.528,9.485,29.16
4596,84.87,-0.2092,761,9.469,5.03,5.01
4597,83.11,-1.8877,433,15.13,9.517,-9.45
4598,82.25,-3.0388,749,17.597,10.964,-27.2
4599,83.04,-2.104,763,14.678,8.424,-9.92
4600,84.9,-0.0828,404,9.407,3.902,8.07
4601,87.04,2.3634,773,15.51,8.854,31.62
4602,87.83,2.976,770,17.565,9.827,41.68
4603,87.08,2.2065,432,14.979,8.477,31.13
4604,84.86,-0.1599,765,10.348,3.752,10.21
4605,83.13,-1.9016,813,15.978,8.517,-1.73
4606,82.43,-2.8112,499,18.069,10.762,-13.21
4607,83.37,-1.9503,777,16.183,9.592,-3.83
4608,85.53,0.2106,526,12.131,4.938,21.9
4609,85.54,-0.0521,518,11.47,5.878,16.46
4610,85.56,0.0528,524,12.146,5.807,22.46
4611,85.7,0.1191,561,11.954,4.93,20.29
4612,85.81,0.075,568,12.387,5.259,16.99
4613,85.81,-0.0768,588,12.672,6.166,20.72
4614,85.86,0.1112,634,12.634,6.247,24.22
4615,85.83,-0.0253,625,13.383,5.58,21.88
4616,85.97,0.1536,643,13.604,5.376,22.27
4617,86.15,0.2044,644,13.501,4.922,27.88
4618,86.19,0.0569,658,12.865,4.694,26.65
4619,86.51,0.3304,655,12.657,5.154,25.06
4620,86.32,-0.1626,680,11.846,4.725,21.91
4621,86.32,-0.0066,676,13.168,4.707,28.57
4622,86.62,0.1703,721,12.273,5.288,30.09
4623,86.59,0.0139,700,11.594,5.226,26.78
4624,86.38,-0.1796,723,11.376,5.864,27.96
4625,86.62,0.2497,737,12.078,5.99,25.03
4626,86.74,0.1988,733,11.31,6.536,28.53
4627,86.59,-0.2118,700,11.602,6.575,27.44
4628,86.74,0.0087,745,11.138,6.225,24.39
4629,86.62,-0.0449,672,11.362,7.032,25.57
4630,86.44,-0.1471,733,10.931,6.845,21.48
4631,86.45,-0.0718,650,9.363,6.4,25.36
4632,86.4,-0.061,676,11.437,5.966,23.16
4633,86.26,-0.104,684,10.212,6.23,18.42
4634,86.23,-0.0861,664,11.707,5.354,21.6
4635,86.1,-0.0956,627,11.216,5.607,17.8
4636,86.13,0.1408,629,10.992,5.635,15.52
4637,86.15,0.0909,653,11.386,5.763,15.93
4638,86.28,0.1345,604,11.533,5.722,13.01
4639,86.23,-0.0296,639,12.437,5.962,15.67
4640,86.04,-0.2259,638,12.838,6.993,13.08
4641,85.86,-0.1717,630,12.265,6.509,13.11
4642,85.84,-0.0347,597,12.332,6.508,18.69
4643,86.08,0.1991,581,14.16,6.8,5.05
4644,86.22,0.0771,563,13.982,7.354,11.21
4645,86.13,0.0143,615,13.367,7.07,16.5
4646,86.28,0.1595,575,14.687,7.405,10.34
4647,86.12,-0.2129,556,14.896,7.274,9.19
4648,86.27,0.1425,542,14.61,6.11,17.57
4649,86.22,0.026,550,14.634,5.84,19.31
4650,86.34,0.2046,486,14.066,6.057,13.69
4651,86.43,0.0704,536,12.782,6.052,16.49
4652,86.39,-0.0258,504,14.425,5.574,15.4
4653,86.44,0.0985,468,13.483,5.886,14.72
4654,86.28,-0.1738,535,14.63,5.67,20.21
4655,86.27,-0.0667,499,13.195,6.709,21.5
4656,86.43,0.1162,525,13.416,7.254,20.67
4657,87.04,0.6175,506,12.497,7.23,18.41
4658,87.14,0.0671,518,11.907,7.564,23.09
4659,87.15,-0.0523,564,12.134,7.818,21.78
4660,86.99,-0.1661,547,13.235,8.088,22.8
4661,87.14,0.2026,557,12.047,7.99,25.96
4662,86.88,-0.219,529,10.952,7.721,26.19
4663,86.75,-0.1366,589,12.381,7.535,22.55
4664,86.79,0.1434,572,12.452,6.574,29.58
4665,86.6,-0.2262,607,11.519,6.836,26.39
4666,86.82,0.2215,593,12.087,6.211,26.98
4667,86.97,0.0896,635,12.195,6.41,24.72
4668,86.88,-0.0544,655,12.025,6.229,25.92
4669,86.78,-0.0977,632,12.704,6.3,23.53
4670,86.57,-0.2902,684,12.158,6.63,27.33
4671,86.34,-0.2605,677,13.426,6.786,24.92
4672,86.39,0.1468,737,14.059,6.932,25.5
4673,86.47,0.1205,737,13.454,7.902,29.63
4674,86.51,0.049,748,14.512,7.627,23.28
4675,86.54,0.0734,823,14.844,7.909,27.23
4676,86.44,-0.1731,796,14.991,7.741,21.02
4677,86.48,0.0036,788,15.636,7.579,22.5
4678,86.24,-0.2968,828,15.075,7.341,16.57
4679,86.23,-0.0492,830,14.801,7.327,20.71
4680,86.44,0.1936,865,15.619,6.991,21.06
4681,86.62,0.2164,831,15.476,6.863,8.73
4682,86.54,-0.0285,900,14.077,6.271,14.29
4683,86.48,-0.0101,861,15.06,6.585,17.08
4684,86.67,0.3326,872,14.478,6.424,15.45
4685,86.93,0.237,872,14.456,5.466,11.99
4686,86.69,-0.2333,887,14.445,5.894,12.44
4687,86.61,-0.0456,935,14.894,6.436,13.88
4688,86.64,-0.0119,903,14.06,6.893,12.54
4689,86.81,0.1637,880,13.238,7.297,6.07
4690,86.68,-0.1107,898,13.024,7.497,12.76
4691,86.76,0.0487,904,13.162,7.445,7.97
4692,86.71,-0.0254,915,13.044,8.068,10.4
4693,87.06,0.4157,885,14.023,7.101,10.43
4694,87.12,0.0074,890,12.067,7.151,9.2
4695,87.09,-0.1348,937,12.184,6.794,13.97
4696,87.04,-0.0467,868,12.928,6.707,12.75
4697,87.19,0.1078,864,12.31,6.439,12.53
4698,87.29,0.1122,828,12.667,6.051,16.94
4699,87.13,-0.1832,859,11.918,5.979,11.09
4700,87.16,0.0508,820,12.104,5.746,12.8
4701,86.95,-0.1415,853,13.491,6.155,16.77
4702,86.84,-0.0684,828,12.912,5.753,14.63
4703,86.65,-0.207,807,14.084,5.991,13.01
4704,86.45,-0.2511,768,13.762,6.578,18.08
4705,86.35,-0.2192,757,14.453,6.793,19.53
4706,86.21,-0.2471,743,15.175,7.038,14.49
4707,86.29,0.0493,740,14.447,7.051,21.08
4708,86.42,0.1349,718,14.682,6.671,18.17
4709,86.39,-0.0587,703,15.833,7.063,20.73
4710,86.23,-0.1865,704,15.411,6.54,21.91
4711,86.35,0.0542,691,15.414,6.676,26.16
4712,86.06,-0.3736,674,15.961,6.218,23.28
4713,85.78,-0.3627,690,14.998,5.789,25.96
4714,85.9,0.1549,685,15.383,5.333,22.11
4715,86.01,0.0156,647,14.633,5.535,23.85
4716,86.17,0.196,695,14.41,5.132,20.99
4717,86.15,-0.0611,656,15.167,4.736,26.53
4718,85.97,-0.1467,670,15.18,5.586,22.31
4719,85.91,-0.0477,682,14.385,6.07,20.01
4720,86.01,0.1404,617,13.266,6.051,24.1
4721,85.91,-0.0385,656,13.632,6.135,22.68
4722,85.82,-0.1263,667,13.57,6.009,20.9
4723,85.63,-0.2397,677,13.127,6.281,19.54
4724,85.47,-0.1782,674,13.485,6.61,18.43
4725,85.62,0.1077,685,12.303,6.535,17.29
4726,85.7,0.1205,644,12.721,6.095,15.1
4727,85.55,-0.1612,664,12.297,6.057,12.82
4728,85.4,-0.143,704,12.389,5.952,13.83
4729,85.33,-0.0445,664,12.279,5.07,10.27
4730,85.44,0.0786,705,12.769,4.94,14.59
4731,85.28,-0.102,725,12.049,4.682,9.23
4732,85.27,-0.0974,750,12.676,4.606,7.74
4733,84.97,-0.2923,774,13.212,4.81,1.58
4734,84.8,-0.1455,776,13.716,4.37,4.72
4735,84.88,0.0441,769,14.089,4.443,4.59
4736,85.03,0.1193,781,13.926,4.879,-1.18
4737,84.87,-0.1111,823,14.679,5.097,1.54
4738,84.77,-0.1146,841,15.01,5.279,0.6
4739,84.91,0.042,851,14.56,5.823,2.14
4740,84.87,-0.1091,860,15.81,5.879,4.54
4741,84.8,-0.0153,873,15.762,5.238,-3.25
4742,84.9,0.05,855,14.979,4.619,3.35
4743,84.94,0.1096,894,15.13,4.387,5.39
4744,85.12,0.2498,920,14.966,4.584,5.56
4745,85.26,0.123,892,15.093,4.222,2.49
4746,85.18,-0.0472,931,15.221,3.61,-1.43
4747,85.18,-0.0473,944,15.023,3.745,5.6
4748,85.18,-0.0183,982,14.482,3.894,4.79
4749,84.98,-0.2292,939,14.672,3.637,7.08
4750,84.84,-0.1086,938,14.748,3.926,8.05
4751,85.0,0.0903,921,14.294,3.377,6.18
4752,84.77,-0.239,923,13.857,4.384,3.35
4753,84.92,0.1577,911,13.049,4.321,6.21
4754,84.97,0.0729,905,12.758,4.74,4.75
4755,84.95,-0.1235,950,13.448,4.376,10.85
4756,85.03,-0.0062,930,12.395,4.629,9.43
4757,85.11,0.0284,929,11.784,4.489,5.04
4758,85.29,0.17,883,12.443,4.227,5.57
4759,85.23,-0.0557,864,12.699,4.27,13.59
4760,85.19,-0.0285,858,11.084,3.815,8.18
4761,85.15,0.0581,914,12.644,3.503,7.37
4762,85.42,0.3094,891,11.4,3.579,15.79
4763,85.56,0.1636,828,12.421,3.171,11.95
4764,85.41,-0.1729,842,12.19,3.04,10.33
4765,85.35,-0.0222,828,12.047,3.145,12.08
4766,85.23,-0.0843,790,12.108,3.147,15.86
4767,85.22,0.0215,781,12.324,3.639,10.9
4768,85.24,0.0112,796,12.474,3.74,14.37
4769,85.56,0.3593,776,13.167,3.751,11.58
4770,85.27,-0.2173,763,14.1,4.01,8.42
4771,85.41,0.0954,736,13.7,4.419,10.14
4772,85.45,-0.0629,717,14.978,4.032,3.35
4773,85.33,-0.0876,709,14.052,4.169,1.4
4774,85.28,-0.0101,682,13.935,3.955,2.14
4775,85.18,-0.1116,705,14.326,3.605,6.11
4776,85.16,-0.0414,664,15.14,3.303,-0.54
4777,85.29,0.2603,658,13.896,3.139,-0.63
4778,85.03,-0.2811,635,14.135,3.03,-3.7
4779,85.2,0.1062,614,14.462,3.058,-2.08
4780,85.11,-0.1121,618,13.494,2.574,-5.12
4781,85.3,0.2177,606,13.73,2.685,-2.64
4782,85.33,-0.0029,591,13.096,2.909,-7.91
4783,85.48,0.1305,619,12.761,2.406,-6.63
4784,85.53,0.0635,640,12.465,2.788,-4.75
4785,85.65,0.1041,604,12.075,3.671,-10.81
4786,85.63,-0.0241,597,12.251,3.807,-11.97
4787,85.46,-0.1671,586,10.804,3.698,-12.27
4788,85.52,0.0075,574,10.68,4.107,-14.76
4789,85.59,0.0688,619,10.85,3.614,-6.64
4790,85.86,0.2155,624,10.148,3.289,-9.38
4791,85.52,-0.2984,603,10.308,3.463,-6.95
4792,85.45,-0.12,628,10.108,3.154,-10.74
4793,85.56,0.1031,618,10.631,2.931,-8.8
4794,85.33,-0.3241,673,9.899,3.276,-5.58
4795,85.25,-0.1023,657,10.684,2.149,-6.94
4796,85.52,0.21,674,10.649,2.464,-3.29
4797,85.69,0.2404,711,11.662,2.104,-7.13
4798,85.51,-0.1854,645,10.581,2.409,-11.86
4799,85.68,0.1929,709,10.793,2.697,-8.78
4800,85.81,0.0435,718,11.079,3.466,-7.19
4801,85.88,0.0075,719,11.546,3.245,-4.12
4802,85.89,0.0009,737,11.888,3.077,-5.27
4803,85.88,-0.0796,773,12.842,2.913,-5.41
4804,85.7,-0.1221,747,12.327,4.194,-2.99
4805,85.58,-0.1456,758,12.765,3.794,-4.97
4806,85.64,0.0697,814,12.894,3.923,-0.11
4807,85.61,-0.0115,810,13.27,3.247,-0.03
4808,85.85,0.2231,807,12.291,2.699,2.34
4809,85.75,-0.0589,821,12.501,2.507,5.09
4810,85.34,-0.441,812,12.762,2.832,0.57
4811,85.25,-0.0785,809,13.256,2.089,6.09
4812,85.24,0.0551,816,12.023,2.45,-0.73
4813,85.26,0.0226,827,11.715,2.696,-1.19
4814,85.22,-0.0285,812,12.132,2.042,-1.48
4815,85.06,-0.1843,789,11.488,3.248,-3.29
4816,85.24,0.1838,815,11.107,3.243,2.42
4817,85.1,-0.1093,820,11.66,3.559,-7.99
4818,85.16,0.0526,806,10.078,3.777,-1.78
4819,85.08,-0.1676,816,10.503,4.244,-2.8
4820,84.86,-0.2123,800,10.793,3.918,-4.42
4821,85.04,0.1653,804,9.406,4.275,-6.5
4822,84.62,-0.3924,776,10.561,3.916,-5.44
4823,84.46,-0.1636,759,9.669,3.776,-4.75
4824,84.49,0.106,760,9.399,3.199,-10.79
4825,84.4,-0.1487,752,9.937,3.442,-10.65
4826,84.48,0.0301,711,9.368,3.038,-8.92
4827,84.43,-0.0164,687,8.121,2.505,-19.53
4828,84.33,-0.1513,713,9.619,2.682,-11.96
4829,84.62,0.3091,660,9.588,2.676,-18.37
4830,84.56,-0.0641,660,9.165,3.087,-17.85
4831,84.51,-0.1497,625,10.463,3.493,-14.72
4832,84.32,-0.1578,621,10.089,3.069,-16.33
4833,84.18,-0.0717,626,10.17,4.078,-18.88
4834,84.26,0.0819,613,11.912,4.541,-20.76
4835,84.32,-0.009,537,11.614,4.581,-21.88
4836,84.3,0.0155,517,11.982,4.516,-20.01
4837,84.17,-0.1788,462,12.24,4.745,-18.27
4838,84.25,0.0757,524,10.822,4.111,-17.25
4839,83.98,-0.2555,528,12.409,4.002,-19.38
4840,83.91,-0.1087,488,10.967,3.7,-19.43
4841,83.86,-0.1391,463,10.886,3.309,-16.34
4842,83.71,-0.1509,473,11.432,3.507,-20.35
4843,83.72,0.0049,427,10.905,3.364,-18.67
4844,83.61,-0.1571,449,11.682,3.382,-17.02
4845,83.47,-0.1728,454,10.388,3.624,-17.75
4846,83.73,0.2939,444,10.576,3.465,-13.74
4847,83.83,0.0948,428,9.918,3.9,-15.97
4848,84.0,0.1459,400,9.217,3.89,-15.29
4849,84.0,-0.0317,401,9.112,4.299,-6.22
4850,84.14,0.1437,388,8.703,4.478,-14.86
4851,84.25,0.1132,442,8.687,5.396,-9.4
4852,84.43,0.1658,431,8.26,5.32,-10.14
4853,84.78,0.2801,408,8.514,4.905,-12.6
4854,84.74,-0.0586,412,7.772,4.956,-8.58
4855,84.77,0.0023,423,7.916,4.542,-12.65
4856,84.76,-0.0097,412,8.503,4.02,-12.23
4857,84.23,-0.4756,442,7.92,4.64,-7.5
4858,84.02,-0.1673,450,9.086,4.246,-14.71
4859,84.02,0.0303,458,7.87,4.474,-13.92
4860,84.11,0.0969,460,8.107,3.978,-10.46
4861,84.02,-0.1055,420,8.43,4.085,-10.69
4862,84.19,0.1837,476,8.916,4.159,-8.26
4863,84.38,0.1665,463,8.96,4.433,-15.2
4864,84.32,-0.0813,468,8.81,4.855,-9.02
4865,84.53,0.1699,564,8.976,5.119,-12.52
4866,84.8,0.2575,528,9.112,5.558,-12.11
4867,84.86,0.0632,552,9.521,5.96,-15.72
4868,84.72,-0.0602,567,8.953,5.834,-16.53
4869,84.94,0.2443,574,9.239,6.51,-6.52
4870,84.91,-0.0461,638,9.367,5.762,-14.79
4871,84.85,-0.0223,586,10.671,5.984,-17.14
4872,84.87,-0.0093,646,10.082,5.906,-12.54
4873,84.78,-0.0355,639,10.386,5.001,-15.39
4874,84.94,0.1943,687,9.637,5.3,-29.5
4875,85.05,0.2525,690,9.729,4.961,-21.54
4876,85.23,0.1247,685,8.931,4.484,-20.12
4877,85.32,0.0776,663,8.11,4.785,-25.37
4878,85.19,-0.1314,715,8.635,4.264,-25.82
4879,85.16,-0.0168,724,8.187,5.207,-23.01
4880,85.29,0.1578,722,7.793,5.865,-26.84
4881,85.22,-0.1173,707,7.08,5.922,-27.23
4882,85.65,0.3931,726,7.725,6.404,-30.24
4883,85.6,-0.0322,699,7.518,6.546,-27.79
4884,85.51,-0.0524,717,7.131,6.624,-28.12
4885,85.67,0.1055,717,7.167,6.684,-27.06
4886,85.77,0.0236,701,6.053,6.472,-24.27
4887,85.75,0.037,681,6.621,6.276,-27.81
4888,85.7,-0.009,690,6.229,6.297,-33.32
4889,85.75,0.1003,669,6.012,6.482,-29.99
4890,85.86,0.0609,655,6.303,5.443,-22.89
4891,85.96,0.0863,690,5.927,5.495,-26.97
4892,85.9,-0.0538,656,6.378,5.37,-24.94
4893,85.94,0.0656,639,6.718,5.405,-20.29
