sequence,Price,Return,Volume,Volatility,BidAskSpread,OrderFlowImbalance
4298,97.03,-0.0876,794,12.293,2.944,-11.7
4299,97.18,0.1001,819,11.905,2.2,-10.46
4300,97.11,0.0131,841,12.061,2.189,-10.61
4301,97.0,-0.061,830,12.856,2.43,-9.87
4302,96.97,-0.082,840,11.218,2.756,-14.47
4303,96.74,-0.2148,853,10.638,2.456,-14.11
4304,96.46,-0.24,797,10.66,4.18,-21.73
4305,96.42,0.0159,826,9.846,3.214,-16.97
4306,96.3,-0.0772,808,10.973,3.523,-14.44
4307,96.05,-0.2564,785,10.341,4.025,-14.64
4308,96.16,0.1295,787,10.285,4.456,-15.41
4309,96.23,0.1738,792,10.236,3.93,-17.09
4310,96.23,0.0124,783,10.534,3.824,-17.41
4311,96.12,-0.0634,767,9.275,4.0,-16.97
4312,96.06,-0.0007,783,8.61,3.481,-15.25
4313,95.94,-0.0888,754,9.405,2.823,-12.17
4314,96.04,0.0755,743,10.085,2.63,-17.4
4315,95.8,-0.2868,717,9.907,2.834,-19.08
4316,95.81,0.0355,670,9.66,2.25,-13.99
4317,95.79,-0.0109,708,9.115,2.687,-13.98
4318,95.59,-0.1968,644,10.856,3.26,-10.56
4319,95.66,-0.0074,612,10.445,2.82,-14.81
4320,95.59,-0.1291,614,10.048,3.28,-10.52
4321,95.85,0.2612,575,10.735,4.268,-10.12
4322,96.0,0.2364,577,10.701,4.089,-6.66
4323,95.97,-0.0581,557,10.808,4.782,-9.78
4324,95.9,-0.0872,547,11.679,4.591,-4.8
4325,95.78,-0.1627,500,12.087,4.964,-7.72
4326,95.65,-0.0332,556,11.566,4.167,-4.45
4327,95.69,0.0822,530,10.906,4.339,-5.54
4328,95.46,-0.2869,479,11.546,4.048,-4.0
4329,95.59,0.1197,447,11.165,3.569,-7.82
4330,95.68,0.0498,456,11.108,3.307,-5.51
4331,95.65,-0.0282,443,11.621,3.386,-6.14
4332,95.75,0.0945,425,10.747,3.261,-8.28
4333,96.09,0.4191,401,10.532,3.534,-8.39
4334,96.12,-0.0171,397,10.814,3.56,-7.88
4335,96.37,0.2207,366,9.602,3.892,-3.73
4336,96.32,-0.0625,406,8.82,4.11,-5.74
4337,96.22,-0.1111,374,10.196,4.612,-9.92
4338,96.37,0.1555,417,8.695,4.266,-8.82
4339,96.08,-0.2907,409,8.564,5.05,-5.36
4340,96.22,0.1762,410,8.699,5.695,-9.62
4341,96.21,-0.0896,369,7.563,5.706,-11.57
4342,96.14,-0.0824,428,7.859,4.865,-17.8
4343,96.15,0.0071,432,7.55,4.832,-13.79
4344,96.16,0.1182,418,6.964,4.249,-15.68
4345,96.35,0.2016,455,7.113,4.361,-15.99
4346,96.47,0.0625,415,7.679,4.167,-18.84
4347,96.5,0.0337,467,7.791,4.012,-22.23
4348,96.47,-0.0787,462,7.107,3.759,-23.23
4349,96.33,-0.1248,455,9.132,4.261,-23.45
4350,96.36,-0.0216,469,8.559,4.526,-25.77
4351,95.97,-0.3537,494,7.644,4.768,-26.31
4352,96.11,0.1339,481,9.014,4.488,-23.81
4353,96.11,-0.0575,511,8.932,5.817,-29.43
4354,95.87,-0.2687,548,9.409,6.327,-26.82
4355,95.95,0.1687,526,9.827,6.257,-22.35
4356,95.82,-0.2067,555,9.894,5.859,-23.65
4357,95.75,-0.0846,581,10.527,6.225,-16.58
4358,95.48,-0.2388,610,9.836,5.533,-30.62
4359,95.36,-0.0687,598,10.098,5.617,-24.86
4360,95.39,-0.0122,615,9.277,5.483,-27.99
4361,95.37,0.015,634,9.546,5.447,-20.03
4362,95.41,0.0939,629,9.65,4.903,-26.52
4363,95.3,-0.1329,671,9.364,4.705,-23.91
4364,95.38,0.1269,690,9.183,4.296,-24.02
4365,95.15,-0.2914,680,9.443,4.65,-19.89
4366,95.06,-0.0417,729,7.982,5.06,-20.13
4367,94.66,-0.381,702,9.2,5.295,-19.84
4368,94.61,-0.1059,781,8.668,5.579,-18.71
4369,94.51,-0.1716,734,7.482,5.893,-26.48
4370,94.48,0.0302,696,6.549,6.896,-17.14
4371,94.55,0.0425,720,6.796,6.406,-18.34
4372,94.74,0.2615,738,6.587,6.327,-17.48
4373,94.55,-0.1547,699,6.244,7.178,-17.59
4374,94.5,-0.0302,680,6.806,6.771,-13.84
4375,94.19,-0.2922,701,5.869,6.866,-12.81
4376,94.45,0.2868,703,7.028,5.78,-11.47
4377,94.63,0.1787,701,5.999,5.432,-11.76
4378,94.68,-0.0032,676,6.14,5.737,-6.51
4379,94.84,0.1725,688,6.417,5.119,-12.03
4380,94.95,0.1236,672,6.124,5.18,-13.15
4381,94.84,-0.1219,660,6.962,6.038,-7.38
4382,94.92,0.0361,636,7.312,5.964,-14.81
4383,95.08,0.1056,639,7.23,5.681,-9.36
4384,95.17,0.0711,622,7.797,6.775,-12.76
4385,95.14,-0.042,608,7.026,7.336,-12.91
4386,95.06,-0.1217,604,8.078,7.277,-11.07
4387,95.39,0.3946,614,7.993,6.895,-16.58
4388,95.4,-0.0063,575,7.547,7.347,-11.68
4389,95.45,0.0718,552,8.164,7.252,-14.75
4390,95.22,-0.2855,571,8.568,7.117,-14.77
4391,95.29,0.0881,527,8.431,6.907,-23.81
4392,95.29,0.023,530,8.597,6.827,-20.8
4393,95.13,-0.1525,533,8.439,5.856,-17.37
4394,95.29,0.1088,532,9.59,6.297,-23.18
4395,95.26,-0.0003,519,9.079,6.449,-22.04
4396,95.32,0.0375,524,8.674,5.636,-24.25
4397,95.36,0.0687,491,7.227,5.593,-22.32
4398,95.22,-0.1621,490,7.858,6.129,-24.09
4399,95.22,-0.0046,522,8.103,6.22,-27.2
4400,95.39,0.2137,500,5.826,6.681,-30.82
4401,95.19,-0.2022,526,6.203,7.211,-27.71
4402,95.0,-0.1913,520,6.515,8.059,-28.05
4403,94.82,-0.2257,573,5.897,7.072,-28.94
4404,94.89,0.0985,499,5.408,8.002,-26.33
4405,94.78,-0.0889,590,5.176,7.742,-27.64
4406,94.78,0.0465,570,4.963,7.664,-23.61
4407,94.91,0.1637,579,4.566,6.571,-26.39
4408,94.7,-0.1813,575,6.022,6.53,-26.91
4409,94.88,0.2188,624,4.666,7.106,-25.16
4410,94.85,-0.0323,628,4.877,6.374,-23.38
4411,94.78,-0.1037,606,5.457,6.504,-24.4
4412,94.96,0.1625,650,5.441,6.314,-21.38
4413,94.99,0.0107,628,5.445,6.168,-20.69
4414,94.75,-0.2651,636,5.892,6.647,-19.36
4415,94.7,-0.0959,686,6.222,6.856,-23.23
4416,94.54,-0.1282,740,6.927,6.578,-25.34
4417,94.54,-0.1042,751,6.748,7.177,-19.84
4418,94.43,-0.0705,724,7.003,7.653,-13.02
4419,94.34,-0.1144,776,7.971,8.125,-13.11
4420,94.44,0.1263,772,7.689,7.956,-16.95
4421,94.14,-0.3091,791,7.839,7.214,-11.59
4422,94.15,-0.0163,811,7.367,7.574,-12.3
4423,94.07,-0.1813,806,8.275,6.906,-13.78
4424,94.08,-0.045,873,7.864,6.596,-8.94
4425,93.69,-0.4071,840,8.065,6.431,-12.75
4426,93.51,-0.1934,848,7.331,6.007,-13.82
4427,93.41,-0.0804,874,8.154,6.045,-12.87
4428,93.62,0.1984,860,7.287,6.109,-6.89
4429,93.4,-0.177,888,7.186,6.25,-6.38
4430,93.2,-0.1304,914,6.028,6.092,-12.8
4431,93.13,-0.0956,925,6.249,7.09,-6.11
4432,93.15,-0.0593,919,6.681,6.345,-6.79
4433,93.03,-0.1547,907,6.032,7.172,-15.07
4434,93.01,0.0146,910,5.916,7.647,-12.94
4435,92.74,-0.2174,846,5.498,7.586,-16.25
4436,92.96,0.2157,860,5.197,7.791,-17.82
4437,92.89,-0.0501,897,5.536,7.573,-17.46
4438,92.88,-0.0196,882,4.829,7.582,-18.2
4439,93.26,0.2585,860,3.787,6.871,-15.49
4440,93.16,-0.1657,852,4.645,6.533,-17.2
4441,92.95,-0.2264,848,4.635,6.489,-18.18
4442,92.78,-0.0946,834,4.405,5.946,-18.98
4443,93.02,0.1779,854,5.026,6.536,-19.69
4444,92.97,-0.0647,836,5.929,6.153,-20.97
4445,92.84,-0.1388,833,5.127,5.884,-21.9
4446,92.82,-0.0363,806,5.187,5.974,-20.08
4447,92.8,-0.0204,808,5.04,5.769,-26.16
4448,92.94,0.2277,798,5.466,6.25,-26.16
4449,93.04,0.0287,728,5.903,6.4,-24.46
4450,93.09,0.0859,721,6.317,6.856,-23.65
4451,93.16,0.0813,725,6.582,6.642,-21.58
4452,93.03,-0.1303,746,6.922,6.749,-28.04
4453,92.84,-0.2241,730,7.502,7.03,-26.01
4454,92.9,0.0292,687,6.586,6.534,-24.46
4455,92.98,0.1558,661,7.809,6.517,-23.19
4456,93.01,0.0957,625,7.265,6.846,-24.62
4457,93.05,0.0205,668,7.412,5.671,-22.96
4458,93.15,0.0669,636,6.421,5.236,-16.81
4459,92.99,-0.1613,632,8.18,5.756,-12.24
4460,92.94,-0.0227,682,6.696,4.857,-12.46
4461,92.82,-0.0965,676,7.252,5.337,-19.46
4462,92.55,-0.2948,667,6.489,5.366,-17.53
4463,92.64,0.0239,631,6.489,5.209,-13.25
4464,92.62,-0.0996,615,5.942,5.185,-12.43
4465,92.7,0.0453,650,6.194,6.056,-6.53
4466,92.81,0.1701,664,6.228,6.55,-7.71
4467,92.69,-0.1542,650,5.234,6.456,-10.46
4468,92.93,0.2555,654,5.394,6.353,-9.81
4469,92.99,0.037,662,3.772,6.379,-7.83
4470,93.16,0.1694,658,4.876,6.667,-6.44
4471,93.44,0.3249,659,4.098,5.586,-6.4
4472,93.38,-0.0192,701,3.653,5.28,-4.98
4473,93.31,-0.0758,719,4.275,4.659,-9.53
4474,93.36,0.0623,724,4.383,5.19,-3.43
4475,93.55,0.1371,674,4.808,4.687,-6.28
4476,93.74,0.1175,754,4.033,4.586,-4.02
4477,93.47,-0.2659,783,5.815,4.672,-3.2
4478,93.71,0.1924,769,5.666,4.289,-5.96
4479,93.67,-0.0517,798,5.85,4.326,0.27
4480,93.77,0.0746,816,5.861,5.135,-8.69
4481,93.59,-0.1821,799,7.19,5.157,3.08
4482,93.48,-0.0266,854,5.757,5.576,-9.33
4483,93.56,0.1055,818,6.152,4.976,-6.84
4484,93.32,-0.1441,834,7.281,5.849,-8.27
4485,93.47,0.1538,917,7.487,5.383,-8.63
4486,93.41,-0.0585,847,7.867,4.666,-6.92
4487,93.48,0.0588,879,7.712,5.017,-8.91
4488,93.53,0.1598,906,8.024,4.393,-10.75
4489,93.47,-0.0221,910,7.853,3.845,-15.19
4490,93.69,0.3001,937,8.382,4.452,-7.68
4491,94.07,0.4458,930,6.866,3.44,-15.54
4492,94.19,0.1408,924,7.602,3.798,-11.91
4493,93.95,-0.2416,947,6.523,3.235,-11.37
4494,93.99,-0.0004,947,7.939,3.921,-17.32
4495,93.98,-0.017,929,7.756,4.003,-16.5
4496,94.14,0.2147,936,6.534,4.17,-14.71
4497,94.17,0.0763,984,6.526,4.402,-17.83
4498,94.52,0.3164,935,6.501,4.721,-10.92
4499,94.64,0.0917,960,6.4,4.753,-14.69
4500,94.75,0.122,897,6.232,5.126,-13.03
4501,94.72,-0.0006,918,4.963,5.043,-15.36
4502,94.6,-0.0517,887,5.071,4.577,-12.17
4503,94.61,0.1211,876,4.771,4.11,-14.26
4504,94.66,-0.0142,874,4.923,4.296,-11.99
4505,94.74,0.0306,880,4.499,3.516,-14.95
4506,94.79,-0.0053,848,5.056,2.908,-11.22
4507,94.76,-0.0033,858,6.042,2.94,-8.51
4508,94.78,0.0685,832,5.215,3.091,-13.97
4509,94.73,-0.0435,807,6.83,3.272,-8.29
4510,94.59,-0.1295,804,6.425,3.351,1.75
4511,94.47,-0.1525,765,6.672,3.227,-6.3
4512,94.55,0.0685,778,6.371,3.342,2.74
4513,94.67,0.0949,747,7.698,4.24,-6.74
4514,94.65,0.001,723,7.004,4.612,-0.0
4515,94.63,-0.0609,725,7.352,4.399,3.38
4516,94.72,0.1068,705,8.809,4.378,3.91
4517,94.71,-0.0085,700,8.89,4.151,5.31
4518,95.18,0.4256,687,8.779,3.652,2.39
4519,95.2,0.008,674,9.357,3.798,6.81
4520,95.13,-0.0097,635,8.774,3.123,2.86
4521,94.86,-0.208,698,8.543,2.637,6.04
4522,94.89,0.0638,630,8.555,2.877,1.89
4523,95.05,0.1848,588,7.933,2.924,3.96
4524,95.04,-0.1094,633,9.173,2.095,12.43
4525,95.22,0.1504,634,8.536,2.798,7.65
4526,95.13,-0.0197,618,7.066,2.855,9.26
4527,95.11,-0.0179,618,7.222,2.207,5.3
4528,95.08,0.0181,591,7.918,2.989,8.78
4529,94.96,-0.0446,605,7.566,3.114,7.36
4530,94.74,-0.346,603,7.437,3.631,3.71
4531,94.59,-0.1382,643,7.228,3.978,5.02
4532,94.3,-0.2451,598,6.039,4.137,-1.37
4533,94.41,0.0974,610,6.025,4.302,3.85
4534,94.37,0.0282,599,7.121,3.628,1.31
4535,94.35,-0.0278,652,6.185,2.751,0.34
4536,94.26,-0.0942,625,5.365,3.356,2.11
4537,94.39,0.1502,646,6.577,2.858,-4.49
4538,94.26,-0.0891,630,6.275,2.142,-0.09
4539,94.5,0.2301,643,6.642,2.646,-0.05
4540,94.66,0.1805,650,6.551,2.188,-1.44
4541,94.55,-0.1048,695,6.9,1.799,-0.52
4542,94.51,-0.0433,673,7.073,2.034,-3.58
4543,94.6,0.0463,733,7.898,2.804,-1.27
4544,94.78,0.163,691,8.265,2.631,-4.38
4545,94.65,-0.1261,740,9.674,3.341,-4.18
4546,94.57,-0.1608,740,9.699,3.375,0.62
4547,94.94,0.3047,731,9.216,4.051,-6.67
4548,95.07,0.1278,771,9.22,4.452,3.55
4549,95.2,0.1402,787,10.274,3.983,1.89
4550,95.48,0.3243,769,9.925,3.523,2.71
4551,95.55,0.0225,791,10.543,3.566,-2.56
4552,95.47,-0.0949,772,10.758,2.27,-1.74
4553,95.21,-0.2338,812,10.322,2.74,1.88
4554,95.34,0.148,807,9.922,2.168,-2.34
4555,95.17,-0.1933,846,9.883,2.466,0.38
4556,95.27,0.1879,818,10.429,2.497,2.07
4557,94.97,-0.3671,795,9.69,2.83,10.06
4558,94.9,-0.0789,820,9.295,2.75,4.54
4559,94.9,0.0091,818,8.984,2.626,8.38
4560,94.71,-0.2221,804,8.142,2.841,11.03
4561,94.63,-0.0437,763,8.674,3.622,10.43
4562,94.51,-0.0482,795,8.572,3.948,5.28
4563,94.54,0.0547,797,7.685,4.053,7.73
4564,94.36,-0.1776,803,8.565,4.515,12.28
4565,94.33,0.0035,832,8.482,3.489,15.36
4566,94.54,0.1991,751,7.582,3.669,10.55
4567,94.76,0.2436,755,6.993,3.511,11.86
4568,95.06,0.3331,765,8.53,2.692,16.27
4569,95.13,0.1269,749,7.057,2.877,16.36
4570,95.09,-0.1366,743,7.424,3.044,22.78
4571,95.15,0.0288,764,8.633,2.405,18.62
4572,95.27,0.1463,713,7.43,2.816,18.44
4573,95.33,0.0946,672,8.534,2.36,16.87
4574,95.57,0.24,637,9.304,3.552,18.44
4575,95.49,-0.104,640,8.863,3.213,14.02
4576,95.48,-0.0157,641,10.08,3.672,20.08
4577,95.28,-0.252,600,10.043,3.553,14.99
4578,95.24,-0.092,582,10.307,3.922,20.26
4579,95.45,0.237,557,9.463,4.534,11.25
4580,95.49,0.0031,555,11.637,4.81,15.71
4581,95.63,0.0915,513,11.317,4.951,11.33
4582,95.72,0.1933,515,11.699,3.97,16.54
4583,95.9,0.1612,510,11.983,3.72,15.46
4584,95.8,-0.1352,499,11.665,4.17,12.94
4585,95.92,0.1152,466,11.952,3.325,14.54
4586,96.05,0.2899,469,11.344,3.8,8.93
4587,96.26,0.2051,444,11.612,4.189,5.72
4588,96.51,0.2984,446,10.815,3.113,9.21
4589,96.47,0.0526,424,10.504,3.261,8.77
4590,96.3,-0.1322,415,10.28,3.747,6.6
4591,96.24,-0.0892,432,9.928,3.377,7.79
4592,96.48,0.2309,393,10.506,4.503,8.36
4593,96.37,-0.0473,418,9.817,4.167,5.33
4594,96.21,-0.0855,419,9.638,4.972,10.07
4595,96.06,-0.2776,385,9.181,5.393,1.41
4596,95.91,-0.0935,392,9.191,5.201,6.85
4597,96.06,0.143,380,9.418,4.452,12.28
4598,95.99,-0.0488,408,8.684,4.678,3.98
4599,95.94,0.002,414,10.21,4.638,4.99
4600,96.16,0.1977,392,9.694,4.212,4.11
4601,96.35,0.2144,428,9.857,4.294,6.66
4602,96.53,0.3026,415,8.753,4.838,8.38
4603,96.46,0.0263,429,9.562,3.893,11.24
4604,96.26,-0.27,486,9.351,4.091,6.51
4605,96.36,0.1323,464,11.012,4.564,11.78
4606,96.67,0.2345,485,10.152,4.47,14.05
4607,96.66,-0.0665,491,10.589,5.078,12.74
4608,96.67,0.0477,460,11.437,4.962,22.7
4609,96.23,-0.4855,502,12.031,4.969,16.55
4610,96.54,0.2856,542,11.503,5.601,20.7
4611,96.56,0.0304,561,11.826,5.844,21.91
4612,96.35,-0.1782,567,11.99,6.414,24.06
4613,96.39,-0.0209,610,12.943,5.99,26.79
4614,96.35,-0.084,596,12.924,6.519,25.99
4615,96.49,0.1392,670,12.266,5.718,18.18
4616,96.86,0.3044,668,13.525,4.867,29.65
4617,96.79,-0.0354,642,13.601,4.7,22.74
4618,96.86,0.1133,704,13.609,4.756,22.8
4619,96.84,0.0516,694,13.314,4.373,27.02
4620,96.79,-0.0943,664,12.568,4.574,32.51
4621,96.9,0.1411,685,12.818,5.052,27.84
4622,97.18,0.2062,708,11.504,5.006,24.99
4623,97.29,0.1071,721,12.611,5.389,22.97
4624,97.27,-0.0658,733,11.418,5.64,26.2
4625,97.38,0.1346,737,11.604,6.077,23.98
4626,97.46,0.0605,723,11.826,6.367,23.38
4627,97.62,0.0814,721,12.011,6.614,24.26
4628,97.58,0.0092,732,10.784,6.525,24.91
4629,97.63,-0.0306,713,10.007,5.811,23.31
4630,97.92,0.3564,733,11.315,6.662,19.61
4631,97.95,0.0916,718,10.771,6.005,16.74
4632,98.13,0.228,680,10.67,5.916,23.25
4633,98.16,0.0423,682,9.986,6.286,17.3
4634,98.21,0.0756,695,9.871,5.367,17.24
4635,98.12,-0.115,662,10.863,5.353,11.6
4636,98.58,0.4137,653,11.491,5.5,11.44
4637,98.79,0.0891,636,11.044,6.052,21.29
4638,98.99,0.2271,639,10.495,6.097,14.75
4639,99.19,0.1313,626,12.065,6.458,16.66
4640,99.06,-0.1585,637,11.948,5.965,13.37
4641,98.97,-0.1344,625,13.298,6.765,13.54
4642,98.96,0.034,589,13.617,7.108,10.8
4643,98.73,-0.2211,573,13.513,8.028,7.7
4644,98.61,-0.2189,570,13.529,7.544,13.92
4645,98.75,0.1584,552,14.072,6.622,10.54
4646,98.45,-0.2716,535,14.362,7.331,17.38
4647,98.33,-0.1555,495,14.281,6.916,18.28
4648,98.32,-0.0633,564,14.482,6.564,8.07
4649,98.32,0.0113,508,14.285,6.45,14.34
4650,98.33,-0.0503,502,14.409,6.565,11.73
4651,98.22,-0.1074,494,14.327,6.243,12.17
4652,98.36,0.1641,556,13.976,5.49,17.02
4653,98.02,-0.2849,526,14.13,5.918,18.46
4654,98.08,-0.0386,526,13.47,6.205,13.45
4655,97.86,-0.2449,535,13.838,6.643,17.77
4656,97.75,-0.1846,529,12.98,6.833,21.44
4657,97.75,-0.0177,539,12.593,6.799,19.99
4658,97.99,0.1832,548,12.234,7.742,21.25
4659,97.85,-0.2156,549,11.807,7.469,24.93
4660,97.63,-0.2518,519,12.157,8.157,27.4
4661,97.78,0.1677,554,12.129,7.685,25.91
4662,97.76,-0.0626,560,11.799,7.328,24.31
4663,97.76,-0.0266,587,12.083,7.512,24.6
4664,97.84,0.0612,608,12.272,7.134,24.55
4665,97.99,0.2546,626,12.051,7.372,25.1
4666,98.01,0.0716,631,12.692,6.754,24.19
4667,97.68,-0.4127,623,11.873,5.968,26.92
4668,97.65,-0.0585,650,12.206,6.192,27.45
4669,97.64,0.0233,650,12.319,6.277,27.08
4670,97.46,-0.1315,676,13.374,6.141,19.09
4671,97.3,-0.086,689,12.487,6.341,22.48
4672,97.39,0.1456,689,14.032,7.297,31.6
4673,97.42,-0.0063,726,14.062,7.348,26.73
4674,97.28,-0.1624,738,13.763,7.278,24.96
4675,97.35,0.1564,791,14.143,7.931,22.54
4676,97.36,-0.0326,772,14.095,7.565,21.43
4677,97.16,-0.2674,804,14.934,8.342,23.72
4678,97.11,-0.0487,826,14.738,7.716,22.87
4679,96.91,-0.2399,839,15.023,7.036,19.19
4680,96.77,-0.162,825,13.749,7.048,20.77
4681,96.81,0.0192,850,16.084,7.023,23.29
4682,96.62,-0.164,895,16.232,6.116,18.69
4683,96.42,-0.1222,857,14.215,5.963,17.73
4684,96.47,0.0176,899,14.781,6.551,15.33
4685,96.32,-0.1762,867,14.374,6.68,13.69
4686,96.27,-0.0715,921,13.823,6.183,14.05
4687,96.23,-0.0743,905,13.804,6.452,5.56
4688,96.2,-0.0007,920,13.401,6.725,12.8
4689,96.25,0.0121,909,14.628,6.83,16.54
4690,96.18,0.0153,888,13.571,7.382,10.74
4691,96.07,-0.1829,877,12.494,7.665,9.85
4692,95.99,-0.0267,905,13.882,7.845,10.46
4693,96.17,0.2782,877,11.772,7.383,10.27
4694,96.31,0.1807,898,12.939,7.378,8.77
4695,96.3,-0.0277,878,12.298,6.903,7.67
4696,96.49,0.1442,867,12.889,7.316,12.6
4697,96.6,0.0427,889,12.573,6.086,11.84
4698,96.44,-0.1779,847,12.641,6.569,12.43
4699,96.67,0.226,847,12.928,5.801,11.03
4700,97.1,0.3901,819,12.534,5.81,10.41
4701,97.16,0.1126,823,13.632,5.404,8.32
4702,96.92,-0.2611,798,13.699,5.739,13.92
4703,97.15,0.2301,790,14.493,6.563,13.47
4704,97.26,0.0769,820,14.667,6.799,12.27
4705,97.25,0.0088,755,14.561,6.248,19.06
4706,96.95,-0.2905,729,14.751,7.063,23.71
4707,96.95,-0.0757,730,14.619,7.263,18.95
4708,96.92,-0.1026,692,15.767,7.022,20.3
4709,96.88,-0.0022,705,15.973,6.792,26.45
4710,96.83,-0.0239,687,15.502,6.232,24.78
4711,96.99,0.1473,696,15.186,6.301,22.48
4712,96.95,-0.1394,692,15.177,6.744,19.32
4713,97.03,0.1076,692,15.135,6.126,22.11
4714,96.76,-0.2333,690,16.094,5.065,28.31
4715,96.63,-0.0279,656,14.814,5.342,24.22
4716,96.65,0.0082,650,14.695,5.01,23.71
4717,96.53,-0.1211,639,14.945,5.035,19.09
4718,96.56,0.0893,662,15.328,5.15,23.91
4719,96.57,-0.0154,682,14.395,5.139,19.31
4720,96.63,0.0904,647,13.873,5.615,20.78
4721,96.6,-0.0455,636,14.411,5.821,21.09
4722,96.72,0.1413,655,13.521,6.829,22.19
4723,96.54,-0.1344,661,13.408,6.131,15.42
4724,96.5,-0.0759,645,12.563,5.307,18.41
4725,96.75,0.2688,680,13.482,6.091,15.59
4726,96.72,-0.0078,704,12.642,5.887,17.15
4727,96.97,0.2221,654,12.366,5.665,15.07
4728,97.05,0.1084,685,13.019,5.318,12.43
4729,97.04,0.0206,698,12.026,4.967,12.14
4730,97.08,0.0173,746,12.613,5.031,11.8
4731,97.35,0.2168,717,11.972,4.102,4.45
4732,97.33,0.0116,772,13.455,4.417,11.21
4733,97.18,-0.1565,752,12.849,4.518,11.89
4734,97.28,0.1099,771,13.361,4.522,5.39
4735,97.42,0.23,776,12.536,4.898,2.37
4736,97.57,0.1353,788,14.414,5.635,5.69
4737,97.37,-0.1342,784,14.647,4.671,5.07
4738,97.45,0.1345,839,14.182,5.025,1.83
4739,97.49,0.0551,841,14.436,5.245,1.5
4740,97.47,-0.0684,814,15.607,5.469,2.47
4741,97.43,-0.0562,868,14.698,5.879,-4.87
4742,97.52,0.1007,899,15.051,5.28,-0.38
4743,97.53,0.0158,931,15.247,5.048,5.27
4744,97.54,0.0057,880,14.895,4.256,4.0
4745,97.87,0.248,916,15.026,4.192,2.36
4746,97.89,-0.098,950,15.36,3.999,1.84
4747,97.74,-0.1871,916,15.6,3.868,-0.71
4748,97.62,-0.2163,947,14.342,3.635,8.21
4749,97.52,-0.1531,925,13.687,3.324,-1.9
4750,97.29,-0.2517,928,14.098,3.4,7.93
4751,97.47,0.2005,932,13.96,3.841,8.44
4752,97.76,0.2744,921,12.866,3.912,7.02
4753,97.68,-0.1217,964,14.56,4.202,9.41
4754,97.82,0.1412,945,13.225,4.224,10.88
4755,97.72,-0.2064,944,12.721,4.854,11.31
4756,97.63,-0.0918,911,12.654,4.529,12.01
4757,97.37,-0.2957,884,11.694,4.799,12.67
4758,97.37,-0.0066,870,11.396,4.639,9.81
4759,97.55,0.1882,910,12.661,4.168,12.5
4760,97.75,0.1715,898,10.898,4.083,8.26
4761,97.83,0.1672,871,12.768,3.895,14.45
4762,97.79,-0.0675,874,11.51,3.243,8.07
4763,97.97,0.1866,878,10.664,2.445,11.18
4764,98.22,0.2913,860,11.431,3.423,9.61
4765,98.1,-0.1109,796,13.226,3.07,16.36
4766,98.14,0.153,789,12.378,3.785,8.78
4767,98.12,-0.0408,792,12.674,3.231,8.37
4768,98.02,-0.1174,792,12.739,3.666,3.71
4769,97.83,-0.1993,751,13.508,4.406,11.24
4770,97.69,-0.0946,750,13.77,4.392,7.63
4771,97.7,-0.0395,749,13.803,4.199,1.64
4772,97.72,0.001,697,13.517,4.298,7.89
4773,97.72,-0.0182,644,14.074,3.732,6.56
4774,97.9,0.2067,682,14.392,3.813,1.46
4775,97.78,-0.0982,668,14.58,3.756,1.47
4776,97.57,-0.196,677,14.171,3.578,1.87
4777,97.37,-0.1648,641,14.762,2.685,1.61
4778,97.41,0.0745,618,13.606,2.589,-1.06
4779,97.3,-0.1214,629,14.032,2.269,-4.89
4780,97.03,-0.2733,631,13.38,3.055,-2.37
4781,97.14,0.1385,624,12.803,2.854,-10.62
4782,97.32,0.2726,586,13.288,2.226,-1.25
4783,97.32,-0.0408,631,12.581,3.089,-5.0
4784,97.38,0.0746,578,13.053,3.122,-0.84
4785,97.14,-0.2718,598,11.937,3.508,-11.64
4786,96.9,-0.2426,629,11.704,3.59,-3.68
4787,96.89,0.0096,624,10.906,3.817,-6.38
4788,96.89,-0.0097,581,10.709,4.088,-6.63
4789,96.82,0.0519,604,10.39,3.362,-8.56
4790,96.74,-0.0552,656,12.153,3.537,-12.7
4791,96.61,-0.2447,633,10.671,3.664,-12.93
4792,96.79,0.1625,597,10.995,2.77,-18.34
4793,96.62,-0.2091,659,10.302,2.877,-9.74
4794,96.56,0.0649,625,10.813,2.998,-12.06
4795,96.68,0.09,669,10.604,2.314,-5.77
4796,96.49,-0.1748,645,11.329,2.027,-9.82
4797,96.47,-0.0493,683,11.349,1.797,-12.59
4798,96.41,-0.0639,694,11.061,2.843,-5.08
4799,96.46,0.0342,711,10.961,2.585,-7.41
4800,96.05,-0.4276,726,12.595,3.345,-6.87
4801,95.96,-0.132,719,13.203,3.292,-8.42
4802,95.8,-0.0976,713,11.7,3.575,-3.74
4803,95.93,0.1444,762,12.07,4.266,-4.02
4804,95.88,-0.0429,774,11.756,3.47,1.38
4805,95.75,-0.0758,774,13.073,3.505,-2.34
4806,95.84,0.1239,778,13.512,3.598,-1.48
4807,95.89,0.0459,825,13.506,3.31,4.06
4808,96.0,0.1278,829,13.484,3.248,0.18
4809,96.13,0.1409,817,13.053,2.649,2.99
4810,96.2,0.0175,813,12.726,2.69,3.88
4811,96.07,-0.1909,803,12.509,2.372,-0.33
4812,96.08,-0.0019,858,12.394,2.336,6.03
4813,96.08,-0.0462,850,12.508,1.701,0.87
4814,96.1,0.0608,828,12.104,2.301,2.59
4815,96.11,0.0399,761,11.851,2.349,-0.02
